accession	NCBI_COG	NCBI_COG_Description	PathwayID	Pathway	NCBI_COG_evalue
GCA_000008085-CALJACFG_02600	COG0525	Valyl-tRNA_synthetase	J	Aminoacyl-tRNA_synthetases	5.7e-193
GCA_000008085-CALJACFG_02610	-	-	-	-	-
GCA_000008085-CALJACFG_02620	-	-	-	-	-
GCA_000008085-CALJACFG_02630	COG4717	Uncharacterized_conserved_protein_YhaN,_contains_AAA_domain	S	-	2.3e-40
GCA_000008085-CALJACFG_02640	-	-	-	-	-
GCA_000008085-CALJACFG_02650	COG0198	Ribosomal_protein_L24	J	Ribosome_50S_subunit	8.5e-09
GCA_000008085-CALJACFG_02660	COG1873	Sporulation_protein_YlmC,_YlmC/YmxH_family,_contains_PRC-barrel_domain	R	-	9.2e-09
GCA_000008085-CALJACFG_02670	-	-	-	-	-
GCA_000008085-CALJACFG_02680	-	-	-	-	-
GCA_000008085-CALJACFG_02690	COG1676	tRNA_splicing_endonuclease_subunit_SEN34	J	tRNA_modification	8.8e-15
GCA_000008085-CALJACFG_02700	-	-	-	-	-
GCA_000008085-CALJACFG_02710	COG0255	Ribosomal_protein_L29	J	Ribosome_50S_subunit	5.7e-17
GCA_000008085-CALJACFG_02720	COG0023	Translation_initiation_factor_1_(eIF-1/SUI1)	J	Translation_factors	1.7e-22
GCA_000008085-CALJACFG_02730	COG1156	Archaeal/vacuolar-type_H+-ATPase_subunit_B/Vma2	C	A/V-type_ATP_synthase	7.6e-147
GCA_000008085-CALJACFG_02740	COG1340	Uncharacterized_coiled-coil_protein,_contains_DUF342_domain	S	-	4.4e-07
GCA_000008085-CALJACFG_02750	-	-	-	-	-
GCA_000008085-CALJACFG_02760	COG1955	Archaellum_biogenesis_protein_ArlJ/FlaJ,_TadC_family	N	-	1.8e-61
GCA_000008085-CALJACFG_02770	COG1955	Archaellum_biogenesis_protein_ArlJ/FlaJ,_TadC_family	N	-	9.5e-63
GCA_000008085-CALJACFG_02780	COG5257	Translation_initiation_factor_2,_gamma_subunit_(eIF-2gamma;_GTPase)	J	Translation_factors	1.4e-153
GCA_000008085-CALJACFG_02790	-	-	-	-	-
GCA_000008085-CALJACFG_02800	-	-	-	-	-
GCA_000008085-CALJACFG_02810	-	-	-	-	-
GCA_000008085-CALJACFG_02820	COG0096	Ribosomal_protein_S8	J	Ribosome_30S_subunit	2.9e-31
GCA_000008085-CALJACFG_02830	COG1405	Transcription_initiation_factor_TFIIIB,_Brf1_subunit/Transcription_initiation_factor_TFIIB	K	-	7.2e-102
GCA_000008085-CALJACFG_02840	COG2892	tRNA_threonylcarbamoyladenosine_modification_(KEOPS)_complex,__Pcc1_subunit	J	tRNA_modification	5.4e-08
GCA_000008085-CALJACFG_02850	COG2450	Predicted_archaeal_cell_division_protein,_SepF_family	D	-	1.5e-29
GCA_000008085-CALJACFG_02860	-	-	-	-	-
GCA_000008085-CALJACFG_02870	-	-	-	-	-
GCA_000008085-CALJACFG_02880	COG1750	Predicted_archaeal_serine_protease,_S18_family	R	-	7.1e-74
GCA_000008085-CALJACFG_02890	-	-	-	-	-
GCA_000008085-CALJACFG_02900	COG1241	DNA_replicative_helicase_MCM_subunit_Mcm2,_Cdc46/Mcm_family	L	-	2.9e-195
GCA_000008085-CALJACFG_02910	COG0037	tRNA(Ile)-lysidine_synthase_TilS/MesJ	J	tRNA_modification	2.7e-29
GCA_000008085-CALJACFG_02920	-	-	-	-	-
GCA_000008085-CALJACFG_02930	COG2260	rRNA_maturation_protein_Nop10,_contains_Zn-ribbon_domain	J	16S_rRNA_modification	1.3e-16
GCA_000008085-CALJACFG_02940	COG4965	Flp_pilus_assembly_protein_TadB	UW	-	1.6e-17
GCA_000008085-CALJACFG_02950	-	-	-	-	-
GCA_000008085-CALJACFG_02960	-	-	-	-	-
GCA_000008085-CALJACFG_02970	-	-	-	-	-
GCA_000008085-CALJACFG_02980	COG2036	Archaeal_histone_H3/H4	B	-	3.7e-22
GCA_000008085-CALJACFG_02990	COG1872	Uncharacterized_conserved_protein_YggU,_UPF0235/DUF167_family	S	-	1.6e-12
GCA_000008085-CALJACFG_03000	-	-	-	-	-
GCA_000008085-CALJACFG_03010	-	-	-	-	-
GCA_000008085-CALJACFG_03020	-	-	-	-	-
GCA_000008085-CALJACFG_03030	-	-	-	-	-
GCA_000008085-CALJACFG_03040	COG0585	tRNA(Glu)_U13_pseudouridine_synthase_TruD	J	tRNA_modification	1e-83
GCA_000008085-CALJACFG_03050	-	-	-	-	-
GCA_000008085-CALJACFG_03060	COG2102	Diphthamide_synthase_(EF-2-diphthine--ammonia_ligase)	J	-	1.4e-78
GCA_000008085-CALJACFG_03070	COG0144	16S_rRNA_C967_or_C1407_C5-methylase,_RsmB/RsmF_family	J	16S_rRNA_modification	1.1e-61
GCA_000008085-CALJACFG_03080	COG2174	Ribosomal_protein_L34E	J	Archaeal_ribosomal_proteins	4.2e-19
GCA_000008085-CALJACFG_03090	-	-	-	-	-
GCA_000008085-CALJACFG_03100	-	-	-	-	-
GCA_000008085-CALJACFG_03110	COG1245	Translation_initiation_factor_RLI1,_contains_Fe-S_and_AAA+_ATPase_domains	J	-	4.2e-145
GCA_000008085-CALJACFG_03120	-	-	-	-	-
GCA_000008085-CALJACFG_03130	-	-	-	-	-
GCA_000008085-CALJACFG_03140	COG0008	Glutamyl-_or_glutaminyl-tRNA_synthetase	J	Heme_biosynthesis	1.1e-74
GCA_000008085-CALJACFG_03150	COG2451	Ribosomal_protein_L35AE/L33A	J	Archaeal_ribosomal_proteins	5.6e-35
GCA_000008085-CALJACFG_03160	COG2345	Predicted_transcriptional_regulator,_ArsR_family	K	-	7e-07
GCA_000008085-CALJACFG_03170	-	-	-	-	-
GCA_000008085-CALJACFG_03180	COG1370	tRNA-guanine_transglycosylase,_archaeosine-15-forming,_contains_TGT_and_PUA_domains	J	-	1.6e-20
GCA_000008085-CALJACFG_03190	COG4221	NADP-dependent_3-hydroxy_acid_dehydrogenase_YdfG	C	Pyrimidine_degradation	6.1e-24
GCA_000008085-CALJACFG_03200	COG0105	Nucleoside_diphosphate_kinase	F	Pyrimidine_biosynthesis	4.8e-45
GCA_000008085-CALJACFG_03210	-	-	-	-	-
GCA_000008085-CALJACFG_03220	COG0172	Seryl-tRNA_synthetase	J	Aminoacyl-tRNA_synthetases	6.5e-125
GCA_000008085-CALJACFG_03230	COG3270	Ribosome_biogenesis_protein,_NOL1/NOP2/FMU_family	J	-	8.6e-17
GCA_000008085-CALJACFG_03240	-	-	-	-	-
GCA_000008085-CALJACFG_03250	COG1841	Ribosomal_protein_L30/L7E	J	Ribosome_50S_subunit	2.3e-14
GCA_000008085-CALJACFG_03260	COG1873	Sporulation_protein_YlmC,_YlmC/YmxH_family,_contains_PRC-barrel_domain	R	-	1.4e-11
GCA_000008085-CALJACFG_03270	COG1412	rRNA-processing_protein_FCF1	J	-	4.7e-17
GCA_000008085-CALJACFG_03280	COG0717	dCTP_deaminase	F	Thymidylate_biosynthesis	4.4e-60
GCA_000008085-CALJACFG_03290	COG0616	Periplasmic_serine_protease,_ClpP_class	O	-	3.8e-51
GCA_000008085-CALJACFG_03300	COG0200	Ribosomal_protein_L15	J	Ribosome_50S_subunit	2.9e-08
GCA_000008085-CALJACFG_03310	COG1110	Reverse_gyrase	L	-	7.5e-285
GCA_000008085-CALJACFG_03320	COG1358	Ribosomal_protein_L7Ae_or_related_RNA_K-turn-binding_protein	J	Ribosome_50S_subunit	9.9e-42
GCA_000008085-CALJACFG_03330	COG1779	C4-type_Zn-finger_protein	R	-	7.4e-41
GCA_000008085-CALJACFG_03340	COG1383	Ribosomal_protein_S17E	J	Archaeal_ribosomal_proteins	1.9e-23
GCA_000008085-CALJACFG_03350	-	-	-	-	-
GCA_000008085-CALJACFG_03360	COG0550	DNA_topoisomerase_IA	L	-	1.6e-37
GCA_000008085-CALJACFG_03370	COG1601	Translation_initiation_factor_2,_beta_subunit_(eIF-2beta)/eIF-5_N-terminal_domain	J	Translation_factors	4.4e-43
GCA_000008085-CALJACFG_03380	COG1590	tRNA(Phe)_wybutosine-synthesizing_methylase_Tyw3	J	tRNA_modification	2.8e-61
GCA_000008085-CALJACFG_03390	COG0186	Ribosomal_protein_S17	J	Ribosome_30S_subunit	7.1e-24
GCA_000008085-CALJACFG_03400	COG1522	DNA-binding_transcriptional_regulator,_Lrp_family	K	-	7.7e-11
GCA_000008085-CALJACFG_03410	-	-	-	-	-
GCA_000008085-CALJACFG_03420	COG0717	dCTP_deaminase	F	Thymidylate_biosynthesis	5.2e-21
GCA_000008085-CALJACFG_03430	-	-	-	-	-
GCA_000008085-CALJACFG_03440	-	-	-	-	-
GCA_000008085-CALJACFG_03450	-	-	-	-	-
GCA_000008085-CALJACFG_03460	-	-	-	-	-
GCA_000008085-CALJACFG_03470	COG1491	Predicted_nucleic_acid-binding_OB-fold_protein	R	-	1.8e-59
GCA_000008085-CALJACFG_03480	COG0101	tRNA_U38,U39,U40_pseudouridine_synthase_TruA	J	tRNA_modification	2.3e-27
GCA_000008085-CALJACFG_03490	-	-	-	-	-
GCA_000008085-CALJACFG_03500	-	-	-	-	-
GCA_000008085-CALJACFG_03510	COG1644	DNA-directed_RNA_polymerase,_subunit_N_(RpoN/RPB10)	K	-	2.3e-31
GCA_000008085-CALJACFG_03520	COG2519	tRNA_A58_N-methylase_Trm61	J	tRNA_modification	1.5e-17
GCA_000008085-CALJACFG_03530	COG2075	Ribosomal_protein_L24E	J	Archaeal_ribosomal_proteins	5.3e-17
GCA_000008085-CALJACFG_03540	COG0546	Phosphoglycolate_phosphatase,_HAD_superfamily	C	-	3.2e-16
GCA_000008085-CALJACFG_03550	COG1994	Zn-dependent_protease_(includes_sporulation_protein_SpoIVFB)	O	-	1.7e-16
GCA_000008085-CALJACFG_03560	COG0358	DNA_primase_(bacterial_type)	L	-	5.8e-17
GCA_000008085-CALJACFG_03570	COG1498	Box_C/D_ribonucleoprotein_Nop56/Prp31/SIK1_subunit	J	-	1.7e-97
GCA_000008085-CALJACFG_03580	COG0071	Small_heat_shock_protein_IbpA,_HSP20_family	O	-	1.5e-24
GCA_000008085-CALJACFG_03590	COG0693	Protein/nucleotide_deglycase,_PfpI/YajL/DJ-1_family_(repair_of_methylglyoxal-glycated_proteins_and_nucleic_acids)	V	-	1.7e-11
GCA_000008085-CALJACFG_03600	COG1328	Anaerobic_ribonucleoside-triphosphate_reductase	F	Thymidylate_biosynthesis	4.4e-119
GCA_000008085-CALJACFG_03610	COG1515	Deoxyinosine_3'-endonuclease_(endonuclease_V)	L	-	5.2e-44
GCA_000008085-CALJACFG_03620	COG2157	Ribosomal_protein_L20A_(L18A)	J	Archaeal_ribosomal_proteins	2.6e-21
GCA_000008085-CALJACFG_03630	COG1355	Predicted_class_III_extradiol_dioxygenase,_MEMO1_family	R	-	1.9e-65
GCA_000008085-CALJACFG_03640	COG2036	Archaeal_histone_H3/H4	B	-	7.7e-24
GCA_000008085-CALJACFG_03650	COG1067	Predicted_ATP-dependent_protease	O	-	1e-200
GCA_000008085-CALJACFG_03660	COG2151	Metal-sulfur_cluster_biosynthetic_enzyme	O	-	6.4e-20
GCA_000008085-CALJACFG_03670	COG2522	Predicted_transcriptional_regulator,_contains_XRE-type_HTH_domain	K	-	1e-23
GCA_000008085-CALJACFG_03680	COG1967	Uncharacterized_membrane_protein	S	-	7.2e-12
GCA_000008085-CALJACFG_03690	COG1800	Predicted_transglutaminase-like_protease,_UPF0252_family	R	-	4.2e-11
GCA_000008085-CALJACFG_03700	-	-	-	-	-
GCA_000008085-CALJACFG_03710	-	-	-	-	-
GCA_000008085-CALJACFG_03720	COG3357	Predicted_transcriptional_regulator,_contains_HTH_and_Zn-ribbon_domains	K	-	2.6e-15
GCA_000008085-CALJACFG_03730	COG1407	Metallophosphoesterase_superfamily_enzyme	R	-	4.3e-42
GCA_000008085-CALJACFG_03740	COG3390	Replication_protein_A_(RPA)_family_protein	L	-	3.5e-06
GCA_000008085-CALJACFG_03750	COG2053	Ribosomal_protein_S28E/S33	J	Archaeal_ribosomal_proteins	3.6e-35
GCA_000008085-CALJACFG_03760	COG0090	Ribosomal_protein_L2	J	Ribosome_50S_subunit	1.1e-56
GCA_000008085-CALJACFG_03770	COG0154	Asp-tRNAAsn/Glu-tRNAGln_amidotransferase_A_subunit_or_related_amidase	J	Aminoacyl-tRNA_synthetases	9.7e-77
GCA_000008085-CALJACFG_03780	COG1708	Predicted_nucleotidyltransferase,_MJ0604_family	R	-	3e-11
GCA_000008085-CALJACFG_03790	COG1581	DNA/RNA-binding_protein_AlbA/Ssh10b	K	-	1e-33
GCA_000008085-CALJACFG_03800	COG2097	Ribosomal_protein_L31E	J	Archaeal_ribosomal_proteins	2.2e-24
GCA_000008085-CALJACFG_03810	-	-	-	-	-
GCA_000008085-CALJACFG_03820	COG1161	Ribosome_biogenesis_GTPase_RbgA	J	-	3.6e-41
GCA_000008085-CALJACFG_03830	COG1056	Nicotinamide_mononucleotide_adenylyltransferase	H	NAD_biosynthesis	5.7e-13
GCA_000008085-CALJACFG_03840	COG0648	Endonuclease_IV	L	-	5.1e-23
GCA_000008085-CALJACFG_03850	COG1111	ERCC4-related_helicase	L	-	1.8e-53
GCA_000008085-CALJACFG_03860	COG1095	DNA-directed_RNA_polymerase,_subunit_E'/Rpb7	K	RNA_polymerase	1.4e-65
GCA_000008085-CALJACFG_03870	COG1573	Uracil-DNA_glycosylase	L	-	5.1e-62
GCA_000008085-CALJACFG_03880	COG1340	Uncharacterized_coiled-coil_protein,_contains_DUF342_domain	S	-	1.7e-16
GCA_000008085-CALJACFG_03890	COG1141	Ferredoxin	C	-	6.9e-15
GCA_000008085-CALJACFG_03900	COG1890	Ribosomal_protein_S3AE	J	Archaeal_ribosomal_proteins	3.9e-62
GCA_000008085-CALJACFG_03910	COG2443	Preprotein_translocase_subunit_Sss1	U	-	1.5e-11
GCA_000008085-CALJACFG_03920	-	-	-	-	-
GCA_000008085-CALJACFG_03930	COG1594	DNA-directed_RNA_polymerase,_subunit_M/Transcription_elongation_factor_TFIIS	K	RNA_polymerase	9.5e-26
GCA_000008085-CALJACFG_03940	-	-	-	-	-
GCA_000008085-CALJACFG_03950	COG2220	L-ascorbate_lactonase_UlaG,_metallo-beta-lactamase_superfamily	G	-	4.8e-44
GCA_000008085-CALJACFG_03960	COG2147	Ribosomal_protein_L19E	J	Archaeal_ribosomal_proteins	2.9e-61
GCA_000008085-CALJACFG_03970	-	-	-	-	-
GCA_000008085-CALJACFG_03980	COG1180	Pyruvate-formate_lyase-activating_enzyme	O	-	8.1e-26
GCA_000008085-CALJACFG_03990	COG0420	DNA_repair_exonuclease_SbcCD_nuclease_subunit	L	-	3.8e-28
GCA_000008085-CALJACFG_04000	COG0731	Wyosine_[tRNA(Phe)-imidazoG37]_synthetase,_radical_SAM_superfamily	J	tRNA_modification	3.6e-53
GCA_000008085-CALJACFG_04010	COG0565	tRNA_C32,U32_(ribose-2'-O)-methylase_TrmJ_or_a_related_methyltransferase	J	tRNA_modification	1.8e-43
GCA_000008085-CALJACFG_04020	COG1433	Predicted_Fe-Mo_cluster-binding_protein,_NifX_family	O	-	1.4e-12
GCA_000008085-CALJACFG_04030	COG1730	Prefoldin_subunit_5	O	-	3e-18
GCA_000008085-CALJACFG_04040	COG1111	ERCC4-related_helicase	L	-	6.6e-148
GCA_000008085-CALJACFG_04050	COG0098	Ribosomal_protein_S5	J	Ribosome_30S_subunit	3.1e-42
GCA_000008085-CALJACFG_04060	COG0162	Tyrosyl-tRNA_synthetase	J	Aminoacyl-tRNA_synthetases	1.5e-58
GCA_000008085-CALJACFG_04070	-	-	-	-	-
GCA_000008085-CALJACFG_04080	-	-	-	-	-
GCA_000008085-CALJACFG_04090	COG0231	Translation_elongation_factor_P_(EF-P)/translation_initiation_factor_5A_(eIF-5A)	J	Translation_factors	7.8e-20
GCA_000008085-CALJACFG_04100	COG2511	Archaeal_Glu-tRNAGln_amidotransferase_subunit_E,_contains_GAD_domain	J	-	4.6e-79
GCA_000008085-CALJACFG_04110	COG2219	Eukaryotic-type_DNA_primase,_large_subunit	L	-	2.9e-34
GCA_000008085-CALJACFG_04120	COG2139	Ribosomal_protein_L21E	J	Archaeal_ribosomal_proteins	1.5e-52
GCA_000008085-CALJACFG_04130	COG0177	Endonuclease_III	L	-	5.6e-56
GCA_000008085-CALJACFG_04140	COG0024	Methionine_aminopeptidase	J	-	2.5e-41
GCA_000008085-CALJACFG_04150	COG1996	DNA-directed_RNA_polymerase,_subunit_RPC12/RpoP,_contains_C4-type_Zn-finger	K	RNA_polymerase	1.7e-09
GCA_000008085-CALJACFG_04160	COG1239	Mg-chelatase_subunit_ChlI	H	-	6.9e-57
GCA_000008085-CALJACFG_04170	COG2425	Uncharacterized_conserved_protein,_contains_a_von_Willebrand_factor_type_A_(vWA)_domain	S	-	1.9e-19
GCA_000008085-CALJACFG_04180	COG1899	Deoxyhypusine_synthase	OJ	-	7.7e-98
GCA_000008085-CALJACFG_04190	-	-	-	-	-
GCA_000008085-CALJACFG_04200	COG1093	Translation_initiation_factor_2,_alpha_subunit_(eIF-2alpha)	J	Translation_factors	5.5e-65
GCA_000008085-CALJACFG_04210	COG0574	Phosphoenolpyruvate_synthase/pyruvate_phosphate_dikinase	G	Gluconeogenesis	9e-23
GCA_000008085-CALJACFG_04220	-	-	-	-	-
GCA_000008085-CALJACFG_04230	-	-	-	-	-
GCA_000008085-CALJACFG_04240	COG1201	Lhr-like_helicase	L	-	6e-61
GCA_000008085-CALJACFG_04250	COG1269	Archaeal/vacuolar-type_H+-ATPase_subunit_I/STV1	C	A/V-type_ATP_synthase	2.4e-79
GCA_000008085-CALJACFG_04260	-	-	-	-	-
GCA_000008085-CALJACFG_04270	-	-	-	-	-
GCA_000008085-CALJACFG_04280	COG1460	DNA-directed_RNA_polymerase,_subunit_F	K	RNA_polymerase	3.6e-16
GCA_000008085-CALJACFG_04290	COG0260	Leucyl_aminopeptidase	E	-	2e-129
GCA_000008085-CALJACFG_04300	-	-	-	-	-
GCA_000008085-CALJACFG_04310	-	-	-	-	-
GCA_000008085-CALJACFG_04320	COG1750	Predicted_archaeal_serine_protease,_S18_family	R	-	3.6e-54
GCA_000008085-CALJACFG_04330	-	-	-	-	-
GCA_000008085-CALJACFG_04340	COG0423	Glycyl-tRNA_synthetase,_class_II	J	Aminoacyl-tRNA_synthetases	3.1e-177
GCA_000008085-CALJACFG_04350	-	-	-	-	-
GCA_000008085-CALJACFG_04360	COG1933	Archaeal_DNA_polymerase_II,_large_subunit	L	-	0
GCA_000008085-CALJACFG_04370	COG1711	DNA_replication_initiation_complex_subunit,_GINS_family	L	-	2.2e-27
GCA_000008085-CALJACFG_04380	COG5828	Stage_III_sporulation_protein_SpoIIIAG,_component_of_the_engulfment_complex	D	-	9.2e-06
GCA_000008085-CALJACFG_04390	COG1136	ABC-type_lipoprotein_export_system,_ATPase_component	M	-	3.6e-82
GCA_000008085-CALJACFG_04400	COG1798	Diphthamide_biosynthesis_methyltransferase	J	-	3.8e-47
GCA_000008085-CALJACFG_04410	COG1591	Holliday_junction_resolvase_Hjc,_archaeal_type	L	-	9.9e-26
GCA_000008085-CALJACFG_04420	COG0301	Adenylyl-_and_sulfurtransferase_ThiI_(thiamine_and_tRNA_4-thiouridine_biosynthesis)	HJ	Thiamine_biosynthesis	3e-99
GCA_000008085-CALJACFG_04430	COG0630	Type_IV_secretory_pathway_ATPase_VirB11/Archaellum_biosynthesis_ATPase_ArlI/FlaI	NU	-	4.1e-90
GCA_000008085-CALJACFG_04440	COG0468	RecA/RadA_recombinase	L	-	1.2e-58
GCA_000008085-CALJACFG_04450	COG0086	DNA-directed_RNA_polymerase,_beta'_subunit/160_kD_subunit	K	RNA_polymerase	8.7e-42
GCA_000008085-CALJACFG_04460	COG2167	Ribosomal_protein_L39E	J	Archaeal_ribosomal_proteins	1.2e-07
GCA_000008085-CALJACFG_04470	COG1534	RNA-binding_protein_YhbY	J	-	8.3e-21
GCA_000008085-CALJACFG_04480	-	-	-	-	-
GCA_000008085-CALJACFG_04490	COG0470	DNA_polymerase_III,_delta_prime_subunit	L	-	2.2e-40
GCA_000008085-CALJACFG_04500	COG1628	Endonuclease_V_homolog,_UPF0215_family	R	-	1.4e-50
GCA_000008085-CALJACFG_04510	-	-	-	-	-
GCA_000008085-CALJACFG_04520	COG0087	Ribosomal_protein_L3	J	Ribosome_50S_subunit	7.2e-51
GCA_000008085-CALJACFG_04530	-	-	-	-	-
GCA_000008085-CALJACFG_04540	COG4049	Uncharacterized_conserved_protein,_contains_archaeal-type_C2H2_Zn-finger	R	-	4.4e-16
GCA_000008085-CALJACFG_04550	COG1110	Reverse_gyrase	L	-	2.1e-202
GCA_000008085-CALJACFG_04560	COG2433	Possible_nuclease_of_RNase_H_fold,_RuvC/YqgF_family	R	-	1.2e-44
GCA_000008085-CALJACFG_04570	COG0342	Preprotein_translocase_subunit_SecD	U	-	2.7e-55
GCA_000008085-CALJACFG_04580	COG0341	Preprotein_translocase_subunit_SecF	U	-	6.8e-23
GCA_000008085-CALJACFG_04590	COG1293	Ribosome_quality_control_(RQC)_protein_RqcH,_Rqc2/NEMF/Tae2_family,_contains_fibronectin-(FbpA)_and_RNA-_(NFACT)_binding_domains	JO	-	2e-30
GCA_000008085-CALJACFG_04600	COG1041	tRNA_G10_N-methylase_Trm11	J	tRNA_modification	2.7e-33
GCA_000008085-CALJACFG_04610	-	-	-	-	-
GCA_000008085-CALJACFG_04620	COG2078	Predicted_RNA_modification_protein,_AMMECR1_domain	R	-	2.4e-67
GCA_000008085-CALJACFG_04630	-	-	-	-	-
GCA_000008085-CALJACFG_04640	-	-	-	-	-
GCA_000008085-CALJACFG_04650	-	-	-	-	-
GCA_000008085-CALJACFG_04660	-	-	-	-	-
GCA_000008085-CALJACFG_04670	-	-	-	-	-
GCA_000008085-CALJACFG_04680	-	-	-	-	-
GCA_000008085-CALJACFG_04690	COG0103	Ribosomal_protein_S9	J	Ribosome_30S_subunit	1.6e-26
GCA_000008085-CALJACFG_04700	-	-	-	-	-
GCA_000008085-CALJACFG_04710	COG1579	Predicted_nucleic_acid-binding_protein_DR0291,_contains_C4-type_Zn-ribbon_domain	R	-	5e-07
GCA_000008085-CALJACFG_04720	COG0197	Ribosomal_protein_L16/L10AE	J	Ribosome_50S_subunit	2.6e-24
GCA_000008085-CALJACFG_04730	COG1913	Predicted_Zn-dependent_protease	R	-	2e-37
GCA_000008085-CALJACFG_04740	COG0202	DNA-directed_RNA_polymerase,_alpha_subunit/40_kD_subunit	K	RNA_polymerase	2.9e-14
GCA_000008085-CALJACFG_04750	COG1719	Predicted_hydrocarbon_binding_protein,_contains_4VR_domain	R	-	4.6e-26
GCA_000008085-CALJACFG_04760	COG0130	tRNA_U55_pseudouridine_synthase_TruB,_may_also_work_on_U342_of_tmRNA	J	tRNA_modification	1.7e-60
GCA_000008085-CALJACFG_04770	COG1784	TctA_family_transporter	R	-	3.8e-09
GCA_000008085-CALJACFG_04780	COG1784	TctA_family_transporter	R	-	4.7e-50
GCA_000008085-CALJACFG_04790	COG0143	Methionyl-tRNA_synthetase	J	Aminoacyl-tRNA_synthetases	8.9e-158
GCA_000008085-CALJACFG_04800	COG0084	3'->5'_ssDNA/RNA_exonuclease_TatD	N	-	8.7e-58
GCA_000008085-CALJACFG_04810	-	-	-	-	-
GCA_000008085-CALJACFG_04820	-	-	-	-	-
GCA_000008085-CALJACFG_04830	COG1718	Serine/threonine-protein_kinase_RIO1	T	-	4.3e-51
GCA_000008085-CALJACFG_04840	COG0221	Inorganic_pyrophosphatase	C	-	5.7e-60
GCA_000008085-CALJACFG_04850	-	-	-	-	-
GCA_000008085-CALJACFG_04860	COG1718	Serine/threonine-protein_kinase_RIO1	T	-	5.4e-33
GCA_000008085-CALJACFG_04870	COG0012	Ribosome-binding_ATPase_YchF,_GTP1/OBG_family	J	-	3.2e-73
GCA_000008085-CALJACFG_04880	COG0595	mRNA_degradation_ribonuclease_J1/J2	J	-	3.3e-103
GCA_000008085-CALJACFG_04890	COG0099	Ribosomal_protein_S13	J	Ribosome_30S_subunit	1.2e-49
GCA_000008085-CALJACFG_04900	-	-	-	-	-
GCA_000008085-CALJACFG_04910	COG2007	Ribosomal_protein_S8E	J	Archaeal_ribosomal_proteins	3.3e-52
GCA_000008085-CALJACFG_04920	-	-	-	-	-
GCA_000008085-CALJACFG_04930	-	-	-	-	-
GCA_000008085-CALJACFG_04940	-	-	-	-	-
GCA_000008085-CALJACFG_04950	COG2129	Predicted_phosphoesterase,_related_to_the_Icc_protein	R	-	8e-30
GCA_000008085-CALJACFG_04960	COG0206	Cell_division_GTPase_FtsZ	D	-	1.7e-104
GCA_000008085-CALJACFG_04970	COG1222	ATP-dependent_26S_proteasome_regulatory_subunit	O	-	2.3e-221
GCA_000008085-CALJACFG_04980	-	-	-	-	-
GCA_000008085-CALJACFG_04990	-	-	-	-	-
GCA_000008085-CALJACFG_05000	-	-	-	-	-
GCA_000008085-CALJACFG_05010	COG1471	Ribosomal_protein_S4E	J	Archaeal_ribosomal_proteins	1.1e-84
GCA_000008085-CALJACFG_05020	COG0072	Phenylalanyl-tRNA_synthetase_beta_subunit	J	Aminoacyl-tRNA_synthetases	1.5e-60
GCA_000008085-CALJACFG_05030	COG0185	Ribosomal_protein_S19	J	Ribosome_30S_subunit	2.1e-38
GCA_000008085-CALJACFG_05040	COG0092	Ribosomal_protein_S3	J	Ribosome_30S_subunit	4.2e-28
GCA_000008085-CALJACFG_05050	COG1675	Transcription_initiation_factor_IIE,_alpha_subunit	K	-	1.8e-28
GCA_000008085-CALJACFG_05060	-	-	-	-	-
GCA_000008085-CALJACFG_05070	COG1340	Uncharacterized_coiled-coil_protein,_contains_DUF342_domain	S	-	7.8e-06
GCA_000008085-CALJACFG_05080	-	-	-	-	-
GCA_000008085-CALJACFG_05090	COG0530	Ca2+/Na+_antiporter	P	-	2.6e-69
GCA_000008085-CALJACFG_05100	COG0184	Ribosomal_protein_S15P/S13E	J	Ribosome_30S_subunit	8.2e-14
GCA_000008085-CALJACFG_05110	COG1727	Ribosomal_protein_L18E	J	Archaeal_ribosomal_proteins	6.6e-33
GCA_000008085-CALJACFG_05120	COG2888	Predicted_RNA-binding_protein_involved_in_translation,_contains__Zn-ribbon_domain,_DUF1610_family	R	-	1e-10
GCA_000008085-CALJACFG_05130	-	-	-	-	-
GCA_000008085-CALJACFG_05140	-	-	-	-	-
GCA_000008085-CALJACFG_05150	COG4976	Predicted_methyltransferase,_contains_TPR_repeat	R	-	2.1e-10
GCA_000008085-CALJACFG_05160	COG0492	Thioredoxin_reductase	O	-	1.8e-75
GCA_000008085-CALJACFG_05170	COG4801	Predicted_acyltransferase,_contains_DUF342_domain	R	-	3.7e-06
GCA_000008085-CALJACFG_05180	COG0533	tRNA_A37_threonylcarbamoyltransferase_TsaD	J	tRNA_modification	5.3e-83
GCA_000008085-CALJACFG_05190	COG1180	Pyruvate-formate_lyase-activating_enzyme	O	-	3e-60
GCA_000008085-CALJACFG_05200	COG1444	tRNA(Met)_C34_N-acetyltransferase_TmcA	J	tRNA_modification	8.6e-123
GCA_000008085-CALJACFG_05210	COG0532	Translation_initiation_factor_IF-2,_a_GTPase	J	Translation_factors	1.7e-110
GCA_000008085-CALJACFG_05220	-	-	-	-	-
GCA_000008085-CALJACFG_05230	COG1374	Rbosome_biogenesis_protein_Nip4,_contains_PUA_domain	J	-	1.3e-11
GCA_000008085-CALJACFG_05240	COG5306	Uncharacterized_conserved_protein_MJ1470,_contains_DUF2341_domain,_predicted_component_of_type_IV_pili-like_system	R	-	1.8e-11
