accession	KO_hmm	e_value	bit_score	bit_score_cutoff	Definition	confidence
GCA_000017945-FLGBHGLA_04300	K02858	1.3e-41	139.2	295.17	3,4-dihydroxy_2-butanone_4-phosphate_synthase_[EC:4.1.99.12]	-
GCA_000017945-FLGBHGLA_04310	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_04320	K07073	1.4e-85	283.3	155.80	uncharacterized_protein	high_score
GCA_000017945-FLGBHGLA_04330	K07388	1.8e-120	399.7	317.23	hydrogenase_expression/formation_protein	high_score
GCA_000017945-FLGBHGLA_04340	K17104	1.1e-75	251.2	219.47	phosphoglycerol_geranylgeranyltransferase_[EC:2.5.1.41]	high_score
GCA_000017945-FLGBHGLA_04350	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_04360	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_04370	K01807	5.3e-49	163.7	56.73	ribose_5-phosphate_isomerase_A_[EC:5.3.1.6]	high_score
GCA_000017945-FLGBHGLA_04380	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_04390	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_04400	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_04410	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_04420	K01695	3.1e-40	134.8	66.57	tryptophan_synthase_alpha_chain_[EC:4.2.1.20]	high_score
GCA_000017945-FLGBHGLA_04430	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_04440	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_04450	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_04460	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_04470	K11997	2.4e-06	23.7	366.17	tripartite_motif-containing_protein_2/3	-
GCA_000017945-FLGBHGLA_04480	K17713	2.5e-06	24.1	126.93	outer_membrane_protein_assembly_factor_BamB	-
GCA_000017945-FLGBHGLA_04490	K08884	6e-29	98.4	219.57	serine/threonine_protein_kinase,_bacterial_[EC:2.7.11.1]	-
GCA_000017945-FLGBHGLA_04500	K19765	8e-08	29.3	32.57	heat_shock_factor-binding_protein_1	-
GCA_000017945-FLGBHGLA_04510	K15261	1.8e-27	92.5	507.23	poly_[ADP-ribose]_polymerase_10/14/15_[EC:2.4.2.30]	-
GCA_000017945-FLGBHGLA_04520	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_04530	K00721	1.9e-78	260.7	161.20	dolichol-phosphate_mannosyltransferase_[EC:2.4.1.83]	high_score
GCA_000017945-FLGBHGLA_04540	K06045	2.2e-24	83.0	603.53	squalene-hopene/tetraprenyl-beta-curcumene_cyclase_[EC:5.4.99.17_4.2.1.129]	-
GCA_000017945-FLGBHGLA_04550	K06863	3.5e-139	460.7	208.00	5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl_5'-monophosphate_synthetase_[EC:6.3.4.23]	high_score
GCA_000017945-FLGBHGLA_04560	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_04570	K07182	1.7e-17	60.3	124.13	CBS_domain-containing_protein	-
GCA_000017945-FLGBHGLA_04580	K00240	1.9e-67	223.9	96.30	succinate_dehydrogenase_/_fumarate_reductase,_iron-sulfur_subunit_[EC:1.3.5.1_1.3.5.4]	high_score
GCA_000017945-FLGBHGLA_04590	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_04600	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_04610	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_04620	K06222	6.2e-42	140.5	304.93	2,5-diketo-D-gluconate_reductase_B_[EC:1.1.1.346]	-
GCA_000017945-FLGBHGLA_04630	K06963	2.9e-10	37.2	44.97	tRNA_acetyltransferase_TAN1	-
GCA_000017945-FLGBHGLA_04640	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_04650	K02869	5.5e-43	142.8	92.30	large_subunit_ribosomal_protein_L12	high_score
GCA_000017945-FLGBHGLA_04660	K09722	6.6e-108	356.6	130.30	4-phosphopantoate---beta-alanine_ligase_[EC:6.3.2.36]	high_score
GCA_000017945-FLGBHGLA_04670	K02731	1.3e-67	224.7	275.50	20S_proteasome_subunit_alpha_4_[EC:3.4.25.1]	-
GCA_000017945-FLGBHGLA_04680	K14393	7.5e-135	447.0	278.47	cation/acetate_symporter	high_score
GCA_000017945-FLGBHGLA_04690	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_04700	K06149	5.5e-19	66.1	121.73	universal_stress_protein_A	-
GCA_000017945-FLGBHGLA_04710	K03179	3.7e-45	151.4	139.93	4-hydroxybenzoate_polyprenyltransferase_[EC:2.5.1.39]	high_score
GCA_000017945-FLGBHGLA_04720	K04069	2.3e-31	106.1	102.70	pyruvate_formate_lyase_activating_enzyme_[EC:1.97.1.4]	high_score
GCA_000017945-FLGBHGLA_04730	K03386	8.5e-64	211.7	180.43	peroxiredoxin_(alkyl_hydroperoxide_reductase_subunit_C)_[EC:1.11.1.15]	high_score
GCA_000017945-FLGBHGLA_04740	K09000	1.9e-49	165.7	97.20	CRISPR-associated_protein_Cmr4	high_score
GCA_000017945-FLGBHGLA_04750	K19141	1.6e-08	31.8	41.63	CRISPR-associated_protein_Cmr5	-
GCA_000017945-FLGBHGLA_04760	K19142	1.3e-32	110.4	91.63	CRISPR-associated_protein_Cmr6	high_score
GCA_000017945-FLGBHGLA_04770	K19076	6.4e-44	147.7	139.53	CRISPR-associated_protein_Cmr2	high_score
GCA_000017945-FLGBHGLA_04780	K09127	2.5e-17	60.6	57.43	CRISPR-associated_protein_Cmr3	high_score
GCA_000017945-FLGBHGLA_04790	K04566	4.9e-128	424.8	77.47	lysyl-tRNA_synthetase,_class_I_[EC:6.1.1.6]	high_score
GCA_000017945-FLGBHGLA_04800	K01658	4.5e-57	189.6	210.57	anthranilate_synthase_component_II_[EC:4.1.3.27]	-
GCA_000017945-FLGBHGLA_04810	K07464	3.8e-18	63.3	71.13	CRISPR-associated_exonuclease_Cas4_[EC:3.1.12.1]	-
GCA_000017945-FLGBHGLA_04820	K17837	3.9e-14	49.6	149.97	metallo-beta-lactamase_class_B_[EC:3.5.2.6]	-
GCA_000017945-FLGBHGLA_04830	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_04840	K06857	4.7e-40	134.2	242.20	tungstate_transport_system_ATP-binding_protein_[EC:7.3.2.6]	-
GCA_000017945-FLGBHGLA_04850	K05773	5.4e-57	189.7	167.80	tungstate_transport_system_permease_protein	high_score
GCA_000017945-FLGBHGLA_04860	K05772	3.5e-85	281.9	109.70	tungstate_transport_system_substrate-binding_protein	high_score
GCA_000017945-FLGBHGLA_04870	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_04880	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_04890	K18861	7.1e-287	948.2	950.13	4-hydroxybutyrate---CoA_ligase_(AMP-forming)_[EC:6.2.1.40]	-
GCA_000017945-FLGBHGLA_04900	K00021	8.2e-164	543.1	109.17	hydroxymethylglutaryl-CoA_reductase_(NADPH)_[EC:1.1.1.34]	high_score
GCA_000017945-FLGBHGLA_04910	K17713	3.6e-06	23.5	126.93	outer_membrane_protein_assembly_factor_BamB	-
GCA_000017945-FLGBHGLA_04920	K18779	4.3e-121	401.7	374.97	7-cyano-7-deazaguanine_tRNA-ribosyltransferase_[EC:2.4.2.48]	high_score
GCA_000017945-FLGBHGLA_04930	K09808	1.7e-38	129.5	199.23	lipoprotein-releasing_system_permease_protein	-
GCA_000017945-FLGBHGLA_04940	K06894	2.6e-08	29.4	411.23	uncharacterized_protein	-
GCA_000017945-FLGBHGLA_04950	K07448	3.1e-07	27.3	35.27	restriction_system_protein	-
GCA_000017945-FLGBHGLA_04960	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_04970	K02304	2.7e-43	145.0	130.83	precorrin-2_dehydrogenase_/_sirohydrochlorin_ferrochelatase_[EC:1.3.1.76_4.99.1.4]	high_score
GCA_000017945-FLGBHGLA_04980	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_04990	K07559	1.5e-46	155.6	137.60	putative_RNA_2'-phosphotransferase_[EC:2.7.1.-]	high_score
GCA_000017945-FLGBHGLA_05000	K10761	8.8e-10	35.1	75.17	tRNA(His)_guanylyltransferase_[EC:2.7.7.79]	-
GCA_000017945-FLGBHGLA_05010	K03627	3.7e-15	53.3	44.27	putative_transcription_factor	high_score
GCA_000017945-FLGBHGLA_05020	K22227	5.1e-101	335.2	341.43	heme_synthase	-
GCA_000017945-FLGBHGLA_05030	K04070	1.8e-91	303.2	137.20	putative_pyruvate_formate_lyase_activating_enzyme_[EC:1.97.1.4]	high_score
GCA_000017945-FLGBHGLA_05040	K07000	4.5e-18	62.7	66.63	uncharacterized_protein	-
GCA_000017945-FLGBHGLA_05050	K04655	3.6e-113	374.7	138.90	hydrogenase_expression/formation_protein_HypE	high_score
GCA_000017945-FLGBHGLA_05060	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_05070	K06924	3e-79	263.9	247.53	uncharacterized_protein	high_score
GCA_000017945-FLGBHGLA_05080	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_05090	K03718	3.7e-36	120.9	137.20	Lrp/AsnC_family_transcriptional_regulator,_regulator_for_asnA,_asnC_and_gidA	-
GCA_000017945-FLGBHGLA_05100	K00762	7.5e-49	163.3	86.23	orotate_phosphoribosyltransferase_[EC:2.4.2.10]	high_score
GCA_000017945-FLGBHGLA_05110	K00297	2.4e-30	103.0	28.97	methylenetetrahydrofolate_reductase_(NADPH)_[EC:1.5.1.20]	high_score
GCA_000017945-FLGBHGLA_05120	K07182	1.1e-32	110.5	124.13	CBS_domain-containing_protein	-
GCA_000017945-FLGBHGLA_05130	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_05140	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_05150	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_05160	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_05170	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_05180	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_05190	K03605	1.1e-20	71.4	106.80	hydrogenase_maturation_protease_[EC:3.4.23.-]	-
GCA_000017945-FLGBHGLA_05200	K09732	1.8e-24	82.4	83.23	uncharacterized_protein	-
GCA_000017945-FLGBHGLA_05210	K21947	1.4e-56	188.7	280.03	tRNA-5-methyluridine54_2-sulfurtransferase_[EC:2.8.1.15]	-
GCA_000017945-FLGBHGLA_05220	K05873	8.5e-47	156.4	70.77	adenylate_cyclase,_class_2_[EC:4.6.1.1]	high_score
GCA_000017945-FLGBHGLA_05230	K07580	3.6e-26	87.9	60.33	Zn-ribbon_RNA-binding_protein	high_score
GCA_000017945-FLGBHGLA_05240	K03232	8.1e-09	32.9	224.07	elongation_factor_1-beta	-
GCA_000017945-FLGBHGLA_05250	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_05260	K07022	1.3e-71	238.1	203.17	uncharacterized_protein	high_score
GCA_000017945-FLGBHGLA_05270	K02492	2e-103	343.5	65.13	glutamyl-tRNA_reductase_[EC:1.2.1.70]	high_score
GCA_000017945-FLGBHGLA_05280	K01473	7.6e-08	28.2	625.67	N-methylhydantoinase_A_[EC:3.5.2.14]	-
GCA_000017945-FLGBHGLA_05290	K01473	4.7e-191	633.7	625.67	N-methylhydantoinase_A_[EC:3.5.2.14]	high_score
GCA_000017945-FLGBHGLA_05300	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_05310	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_05320	K03170	0	1488.9	527.97	reverse_gyrase_[EC:5.6.2.2_3.6.4.12]	high_score
GCA_000017945-FLGBHGLA_05330	K06877	2.5e-68	228.0	264.90	DEAD/DEAH_box_helicase_domain-containing_protein	-
GCA_000017945-FLGBHGLA_05340	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_05350	K08963	3.1e-130	431.1	252.73	methylthioribose-1-phosphate_isomerase_[EC:5.3.1.23]	high_score
GCA_000017945-FLGBHGLA_05360	K20308	1.3e-07	27.2	116.80	trafficking_protein_particle_complex_subunit_11	-
GCA_000017945-FLGBHGLA_05370	K01439	1.4e-77	258.7	255.10	succinyl-diaminopimelate_desuccinylase_[EC:3.5.1.18]	high_score
GCA_000017945-FLGBHGLA_05380	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_05390	K09147	1.3e-43	145.4	87.73	uncharacterized_protein	high_score
GCA_000017945-FLGBHGLA_05400	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_05410	K07096	9.8e-51	169.5	77.90	uncharacterized_protein	high_score
GCA_000017945-FLGBHGLA_05420	K14680	1.8e-20	70.3	260.27	RNA_ligase_[EC:6.5.1.3]	-
GCA_000017945-FLGBHGLA_05430	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_05440	K00185	1.7e-80	267.8	181.87	prokaryotic_molybdopterin-containing_oxidoreductase_family,_membrane_subunit	high_score
GCA_000017945-FLGBHGLA_05450	K00184	1.2e-71	239.1	214.10	prokaryotic_molybdopterin-containing_oxidoreductase_family,_iron-sulfur_binding_subunit	high_score
GCA_000017945-FLGBHGLA_05460	K03385	7.8e-06	21.9	133.13	nitrite_reductase_(cytochrome_c-552)_[EC:1.7.2.2]	-
GCA_000017945-FLGBHGLA_05470	K01736	5.6e-134	443.2	91.83	chorismate_synthase_[EC:4.2.3.5]	high_score
GCA_000017945-FLGBHGLA_05480	K18105	2.2e-125	415.2	555.67	RNA_3'-terminal_phosphate_cyclase_(GTP)_[EC:6.5.1.5]	-
GCA_000017945-FLGBHGLA_05490	K07403	3.4e-14	49.6	82.57	membrane-bound_serine_protease_(ClpP_class)	-
GCA_000017945-FLGBHGLA_05500	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_05510	K17734	5.6e-30	101.5	324.70	serine_protease_AprX_[EC:3.4.21.-]	-
GCA_000017945-FLGBHGLA_05520	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_05530	K00858	2.3e-41	139.0	33.90	NAD+_kinase_[EC:2.7.1.23]	high_score
GCA_000017945-FLGBHGLA_05540	K03795	5.4e-17	59.1	112.53	sirohydrochlorin_cobaltochelatase_[EC:4.99.1.3]	-
GCA_000017945-FLGBHGLA_05550	K09738	1.1e-31	106.5	72.10	uncharacterized_protein	high_score
GCA_000017945-FLGBHGLA_05560	K03893	1.2e-36	123.4	80.43	arsenical_pump_membrane_protein	high_score
GCA_000017945-FLGBHGLA_05570	K00872	1.3e-16	57.7	116.17	homoserine_kinase_[EC:2.7.1.39]	-
GCA_000017945-FLGBHGLA_05580	K14829	3.6e-06	23.1	139.13	pre-rRNA-processing_protein_IPI3	-
GCA_000017945-FLGBHGLA_05590	K13378	3.9e-160	530.9	598.37	NADH-quinone_oxidoreductase_subunit_C/D_[EC:7.1.1.2]	-
GCA_000017945-FLGBHGLA_05600	K00331	1.4e-47	158.0	223.20	NADH-quinone_oxidoreductase_subunit_B_[EC:7.1.1.2]	-
GCA_000017945-FLGBHGLA_05610	K00330	1.1e-13	48.4	107.80	NADH-quinone_oxidoreductase_subunit_A_[EC:7.1.1.2]	-
GCA_000017945-FLGBHGLA_05620	K00342	4.4e-110	365.6	517.93	NADH-quinone_oxidoreductase_subunit_M_[EC:7.1.1.2]	-
GCA_000017945-FLGBHGLA_05630	K00341	3.8e-153	508.4	513.47	NADH-quinone_oxidoreductase_subunit_L_[EC:7.1.1.2]	-
GCA_000017945-FLGBHGLA_05640	K07732	1.9e-53	177.9	101.67	riboflavin_kinase,_archaea_type_[EC:2.7.1.161]	high_score
GCA_000017945-FLGBHGLA_05650	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_05660	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_05670	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_05680	K02068	7.6e-27	91.0	207.53	putative_ABC_transport_system_ATP-binding_protein	-
GCA_000017945-FLGBHGLA_05690	K16874	1.7e-102	340.1	409.37	2,5-furandicarboxylate_decarboxylase_1	-
GCA_000017945-FLGBHGLA_05700	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_05710	K03789	7.4e-33	110.9	88.97	[ribosomal_protein_S18]-alanine_N-acetyltransferase_[EC:2.3.1.266]	high_score
GCA_000017945-FLGBHGLA_05720	K13038	2.4e-102	339.7	239.20	phosphopantothenoylcysteine_decarboxylase_/_phosphopantothenate---cysteine_ligase_[EC:4.1.1.36_6.3.2.5]	high_score
GCA_000017945-FLGBHGLA_05730	K19576	3.1e-08	29.8	418.53	MFS_transporter,_DHA1_family,_quinolone_resistance_protein	-
GCA_000017945-FLGBHGLA_05740	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_05750	K07462	2.6e-07	26.8	64.50	single-stranded-DNA-specific_exonuclease_[EC:3.1.-.-]	-
GCA_000017945-FLGBHGLA_05760	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_05770	K03742	1.8e-54	182.1	218.80	nicotinamide-nucleotide_amidase_[EC:3.5.1.42]	-
GCA_000017945-FLGBHGLA_05780	K22699	3.3e-90	298.8	271.47	sulfide-dependent_adenosine_diphosphate_thiazole_synthase_[EC:2.4.2.59]	high_score
GCA_000017945-FLGBHGLA_05790	K18595	1.6e-25	86.4	1053.23	echinoderm_microtubule-associated_protein-like_1/2	-
GCA_000017945-FLGBHGLA_05800	K01496	1.4e-42	141.1	165.33	phosphoribosyl-AMP_cyclohydrolase_[EC:3.5.4.19]	-
GCA_000017945-FLGBHGLA_05810	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_05820	K04069	2.5e-59	197.6	102.70	pyruvate_formate_lyase_activating_enzyme_[EC:1.97.1.4]	high_score
GCA_000017945-FLGBHGLA_05830	K14061	1.4e-24	84.1	168.90	universal_stress_protein_F	-
GCA_000017945-FLGBHGLA_05840	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_05850	K03609	1.4e-23	81.0	187.53	septum_site-determining_protein_MinD	-
GCA_000017945-FLGBHGLA_05860	K06981	9.3e-56	185.8	120.93	isopentenyl_phosphate_kinase_[EC:2.7.4.26]	high_score
GCA_000017945-FLGBHGLA_05870	K01999	8.1e-08	29.5	151.23	branched-chain_amino_acid_transport_system_substrate-binding_protein	-
GCA_000017945-FLGBHGLA_05880	K01880	3.7e-193	640.4	97.23	glycyl-tRNA_synthetase_[EC:6.1.1.14]	high_score
GCA_000017945-FLGBHGLA_05890	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_05900	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_05910	K01953	2.9e-110	366.9	86.23	asparagine_synthase_(glutamine-hydrolysing)_[EC:6.3.5.4]	high_score
GCA_000017945-FLGBHGLA_05920	K03182	1.6e-171	567.9	415.47	4-hydroxy-3-polyprenylbenzoate_decarboxylase_[EC:4.1.1.98]	high_score
GCA_000017945-FLGBHGLA_05930	K04653	8.2e-25	83.7	27.77	hydrogenase_expression/formation_protein_HypC	high_score
GCA_000017945-FLGBHGLA_05940	K03294	9.9e-64	212.8	465.40	basic_amino_acid/polyamine_antiporter,_APA_family	-
GCA_000017945-FLGBHGLA_05950	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_05960	K03056	3.6e-23	78.1	83.23	DNA-directed_RNA_polymerase_subunit_L_[EC:2.7.7.6]	-
GCA_000017945-FLGBHGLA_05970	K09742	1e-47	159.2	108.33	uncharacterized_protein	high_score
GCA_000017945-FLGBHGLA_05980	K07573	7.3e-31	104.1	67.70	exosome_complex_component_CSL4	high_score
GCA_000017945-FLGBHGLA_05990	K03789	1e-37	126.6	88.97	[ribosomal_protein_S18]-alanine_N-acetyltransferase_[EC:2.3.1.266]	high_score
GCA_000017945-FLGBHGLA_06000	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_06010	K01738	4e-99	328.7	364.03	cysteine_synthase_[EC:2.5.1.47]	-
GCA_000017945-FLGBHGLA_06020	K07013	4.1e-22	76.3	65.20	uncharacterized_protein	high_score
GCA_000017945-FLGBHGLA_06030	K06944	4.2e-86	286.0	114.93	uncharacterized_protein	high_score
GCA_000017945-FLGBHGLA_06040	K17830	7.3e-24	81.2	246.87	digeranylgeranylglycerophospholipid_reductase_[EC:1.3.1.101_1.3.7.11]	-
GCA_000017945-FLGBHGLA_06050	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_06060	K01520	2.9e-41	137.6	56.67	dUTP_pyrophosphatase_[EC:3.6.1.23]	high_score
GCA_000017945-FLGBHGLA_06070	K15888	1.6e-111	368.5	325.53	tritrans,polycis-undecaprenyl-diphosphate_synthase_[geranylgeranyl-diphosphate_specific]_[EC:2.5.1.89]	high_score
GCA_000017945-FLGBHGLA_06080	K03420	2.3e-168	557.4	503.20	proteasome_regulatory_subunit	high_score
GCA_000017945-FLGBHGLA_06090	K02958	1.1e-46	155.2	171.17	small_subunit_ribosomal_protein_S15e	-
GCA_000017945-FLGBHGLA_06100	K02880	1.3e-33	113.1	140.03	large_subunit_ribosomal_protein_L17e	-
GCA_000017945-FLGBHGLA_06110	K02982	5.9e-42	140.9	112.60	small_subunit_ribosomal_protein_S3	high_score
GCA_000017945-FLGBHGLA_06120	K02904	5.3e-21	71.4	52.07	large_subunit_ribosomal_protein_L29	high_score
GCA_000017945-FLGBHGLA_06130	K03538	9.1e-15	51.9	22.47	ribonuclease_P_protein_subunit_POP4_[EC:3.1.26.5]	high_score
GCA_000017945-FLGBHGLA_06140	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_06150	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_06160	K14534	2.1e-207	686.3	426.73	4-hydroxybutyryl-CoA_dehydratase_/_vinylacetyl-CoA-Delta-isomerase_[EC:4.2.1.120_5.3.3.3]	high_score
GCA_000017945-FLGBHGLA_06170	K01465	1e-67	226.5	273.73	dihydroorotase_[EC:3.5.2.3]	-
GCA_000017945-FLGBHGLA_06180	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_06190	K07182	1e-34	117.2	124.13	CBS_domain-containing_protein	-
GCA_000017945-FLGBHGLA_06200	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_06210	K00764	3e-102	339.7	151.17	amidophosphoribosyltransferase_[EC:2.4.2.14]	high_score
GCA_000017945-FLGBHGLA_06220	K03388	2e-20	69.5	754.30	heterodisulfide_reductase_subunit_A2_[EC:1.8.7.3_1.8.98.4_1.8.98.5_1.8.98.6]	-
GCA_000017945-FLGBHGLA_06230	K07731	5.4e-80	265.0	108.43	putative_transcriptional_regulator	high_score
GCA_000017945-FLGBHGLA_06240	K03626	3.2e-11	40.7	40.77	nascent_polypeptide-associated_complex_subunit_alpha	-
GCA_000017945-FLGBHGLA_06250	K07041	1.1e-92	308.1	389.83	uncharacterized_protein	-
GCA_000017945-FLGBHGLA_06260	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_06270	K09141	1.2e-64	213.9	154.13	uncharacterized_protein	high_score
GCA_000017945-FLGBHGLA_06280	K02039	5.4e-39	131.2	106.43	phosphate_transport_system_protein	high_score
GCA_000017945-FLGBHGLA_06290	K00053	5e-117	387.6	61.87	ketol-acid_reductoisomerase_[EC:1.1.1.86]	high_score
GCA_000017945-FLGBHGLA_06300	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_06310	K02123	2.1e-95	317.7	300.70	V/A-type_H+/Na+-transporting_ATPase_subunit_I	high_score
GCA_000017945-FLGBHGLA_06320	K04802	6.2e-39	130.8	65.87	proliferating_cell_nuclear_antigen	high_score
GCA_000017945-FLGBHGLA_06330	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_06340	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_06350	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_06360	K07244	2.3e-51	171.8	161.67	mgtE-like_transporter	high_score
GCA_000017945-FLGBHGLA_06370	K07577	2e-44	149.0	205.03	putative_mRNA_3-end_processing_factor	-
GCA_000017945-FLGBHGLA_06380	K03433	3.1e-63	210.2	185.00	proteasome_beta_subunit_[EC:3.4.25.1]	high_score
GCA_000017945-FLGBHGLA_06390	K21567	3.4e-61	204.1	366.20	ferredoxin/flavodoxin---NADP+_reductase_[EC:1.18.1.2_1.19.1.1]	-
GCA_000017945-FLGBHGLA_06400	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_06410	K07446	1.1e-72	242.3	172.70	tRNA_(guanine10-N2)-dimethyltransferase_[EC:2.1.1.213]	high_score
GCA_000017945-FLGBHGLA_06420	K00299	3.1e-15	53.4	96.73	FMN_reductase_[EC:1.5.1.38]	-
GCA_000017945-FLGBHGLA_06430	K05828	1e-81	271.0	234.97	LysW-gamma-L-alpha-aminoadipate/LysW-L-glutamate_kinase_[EC:2.7.2.-]	high_score
GCA_000017945-FLGBHGLA_06440	K02472	2e-151	501.3	444.53	UDP-N-acetyl-D-mannosaminuronic_acid_dehydrogenase_[EC:1.1.1.336]	high_score
GCA_000017945-FLGBHGLA_06450	K01791	3.7e-114	378.6	200.83	UDP-N-acetylglucosamine_2-epimerase_(non-hydrolysing)_[EC:5.1.3.14]	high_score
GCA_000017945-FLGBHGLA_06460	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_06470	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_06480	K08256	1.4e-06	24.4	262.23	phosphatidyl-myo-inositol_alpha-mannosyltransferase_[EC:2.4.1.345]	-
GCA_000017945-FLGBHGLA_06490	K03208	2.7e-09	33.2	241.40	colanic_acid_biosynthesis_glycosyl_transferase_WcaI	-
GCA_000017945-FLGBHGLA_06500	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_06510	K00008	9.4e-35	117.2	384.70	L-iditol_2-dehydrogenase_[EC:1.1.1.14]	-
GCA_000017945-FLGBHGLA_06520	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_06530	K22226	6.5e-105	348.2	356.57	Fe-coproporphyrin_III_synthase	-
GCA_000017945-FLGBHGLA_06540	K00809	7.6e-86	285.4	66.33	deoxyhypusine_synthase_[EC:2.5.1.46]	high_score
GCA_000017945-FLGBHGLA_06550	K01495	1.4e-57	191.3	34.13	GTP_cyclohydrolase_IA_[EC:3.5.4.16]	high_score
GCA_000017945-FLGBHGLA_06560	K18787	8.3e-97	320.9	368.13	thermospermine_synthase_[EC:2.5.1.79]	-
GCA_000017945-FLGBHGLA_06570	K04382	5.6e-37	124.1	520.67	serine/threonine-protein_phosphatase_2A_catalytic_subunit_[EC:3.1.3.16]	-
GCA_000017945-FLGBHGLA_06580	K01940	1.4e-161	534.9	105.77	argininosuccinate_synthase_[EC:6.3.4.5]	high_score
GCA_000017945-FLGBHGLA_06590	K19091	6.8e-06	23.6	34.83	CRISPR-associated_endoribonuclease_Cas6_[EC:3.1.-.-]	-
GCA_000017945-FLGBHGLA_06600	K01951	7e-87	289.0	99.83	GMP_synthase_(glutamine-hydrolysing)_[EC:6.3.5.2]	high_score
GCA_000017945-FLGBHGLA_06610	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_06620	K08458	3.1e-06	21.9	733.23	adhesion_G-protein_coupled_receptor_F5	-
GCA_000017945-FLGBHGLA_06630	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_06640	K03517	3e-89	296.2	45.67	quinolinate_synthase_[EC:2.5.1.72]	high_score
GCA_000017945-FLGBHGLA_06650	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_06660	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_06670	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_06680	K01649	1.7e-133	443.0	407.37	2-isopropylmalate_synthase_[EC:2.3.3.13]	high_score
GCA_000017945-FLGBHGLA_06690	K03496	1.3e-14	51.7	121.67	chromosome_partitioning_protein	-
GCA_000017945-FLGBHGLA_06700	K03499	4.2e-09	33.4	132.47	trk_system_potassium_uptake_protein	-
