accession	TIRGR	TIGR_description	EC	TIGR_Evalue
GCA_000017945-FLGBHGLA_07490	-	-	-	-
GCA_000017945-FLGBHGLA_07500	-	-	-	-
GCA_000017945-FLGBHGLA_07510	TIGR01850	N-acetyl-gamma-glutamyl-phosphate_reductase	1.2.1.38	4.5e-122
GCA_000017945-FLGBHGLA_07520	TIGR03409	urea_ABC_transporter,_permease_protein_UrtB	-	4.4e-27
GCA_000017945-FLGBHGLA_07530	TIGR03727	urea_ABC_transporter,_permease_protein_UrtC	-	1.2e-24
GCA_000017945-FLGBHGLA_07540	TIGR03411	urea_ABC_transporter,_ATP-binding_protein_UrtD	-	3.5e-58
GCA_000017945-FLGBHGLA_07550	TIGR03410	urea_ABC_transporter,_ATP-binding_protein_UrtE	-	1.3e-60
GCA_000017945-FLGBHGLA_07560	TIGR02076	putative_uridylate_kinase	2.7.4.-	9.6e-57
GCA_000017945-FLGBHGLA_07570	-	-	-	-
GCA_000017945-FLGBHGLA_07580	-	-	-	-
GCA_000017945-FLGBHGLA_07590	-	-	-	-
GCA_000017945-FLGBHGLA_07600	-	-	-	-
GCA_000017945-FLGBHGLA_07610	-	-	-	-
GCA_000017945-FLGBHGLA_07620	-	-	-	-
GCA_000017945-FLGBHGLA_07630	-	-	-	-
GCA_000017945-FLGBHGLA_07640	-	-	-	-
GCA_000017945-FLGBHGLA_07650	TIGR01007	capsular_exopolysaccharide_family	-	5.1e-08
GCA_000017945-FLGBHGLA_07660	-	-	-	-
GCA_000017945-FLGBHGLA_07670	-	-	-	-
GCA_000017945-FLGBHGLA_07680	-	-	-	-
GCA_000017945-FLGBHGLA_07690	-	-	-	-
GCA_000017945-FLGBHGLA_07700	-	-	-	-
GCA_000017945-FLGBHGLA_07710	TIGR01371	5-methyltetrahydropteroyltriglutamate--homocysteine_S-methyltransferase	2.1.1.14	2.3e-64
GCA_000017945-FLGBHGLA_07720	TIGR01371	5-methyltetrahydropteroyltriglutamate--homocysteine_S-methyltransferase	2.1.1.14	2.3e-19
GCA_000017945-FLGBHGLA_07730	TIGR01934	ubiquinone/menaquinone_biosynthesis_methyltransferase	2.1.1.-	5.5e-13
GCA_000017945-FLGBHGLA_07740	-	-	-	-
GCA_000017945-FLGBHGLA_07750	-	-	-	-
GCA_000017945-FLGBHGLA_07760	-	-	-	-
GCA_000017945-FLGBHGLA_07770	TIGR00978	aspartate-semialdehyde_dehydrogenase	1.2.1.11	3.5e-141
GCA_000017945-FLGBHGLA_07780	-	-	-	-
GCA_000017945-FLGBHGLA_07790	TIGR00070	ATP_phosphoribosyltransferase	2.4.2.17	1.3e-60
GCA_000017945-FLGBHGLA_07800	-	-	-	-
GCA_000017945-FLGBHGLA_07810	TIGR02173	putative_cytidylate_kinase	2.7.4.14	1.3e-45
GCA_000017945-FLGBHGLA_07820	TIGR01969	cell_division_ATPase_MinD	-	3.7e-27
GCA_000017945-FLGBHGLA_07830	TIGR00549	mevalonate_kinase	2.7.1.36	1.4e-65
GCA_000017945-FLGBHGLA_07840	-	-	-	-
GCA_000017945-FLGBHGLA_07850	-	-	-	-
GCA_000017945-FLGBHGLA_07860	-	-	-	-
GCA_000017945-FLGBHGLA_07870	-	-	-	-
GCA_000017945-FLGBHGLA_07880	-	-	-	-
GCA_000017945-FLGBHGLA_07890	-	-	-	-
GCA_000017945-FLGBHGLA_07900	TIGR00717	ribosomal_protein_bS1	-	1.9e-09
GCA_000017945-FLGBHGLA_07910	TIGR01351	adenylate_kinase	2.7.4.-	2.4e-11
GCA_000017945-FLGBHGLA_07920	TIGR00307	ribosomal_protein_eS8	-	7.2e-37
GCA_000017945-FLGBHGLA_07930	-	-	-	-
GCA_000017945-FLGBHGLA_07940	-	-	-	-
GCA_000017945-FLGBHGLA_07950	-	-	-	-
GCA_000017945-FLGBHGLA_07960	-	-	-	-
GCA_000017945-FLGBHGLA_07970	-	-	-	-
GCA_000017945-FLGBHGLA_07980	TIGR00735	imidazoleglycerol_phosphate_synthase,_cyclase_subunit	-	1.7e-118
GCA_000017945-FLGBHGLA_07990	-	-	-	-
GCA_000017945-FLGBHGLA_08000	TIGR00445	phospho-N-acetylmuramoyl-pentapeptide-transferase	2.7.8.13	1.8e-16
GCA_000017945-FLGBHGLA_08010	-	-	-	-
GCA_000017945-FLGBHGLA_08020	-	-	-	-
GCA_000017945-FLGBHGLA_08030	-	-	-	-
GCA_000017945-FLGBHGLA_08040	TIGR00039	6-pyruvoyl_tetrahydropterin_synthase/QueD_family_protein	-	2.5e-10
GCA_000017945-FLGBHGLA_08050	-	-	-	-
GCA_000017945-FLGBHGLA_08060	-	-	-	-
GCA_000017945-FLGBHGLA_08070	TIGR03665	arCOG04150_universal_archaeal_KH_domain_protein	-	6e-44
GCA_000017945-FLGBHGLA_08080	-	-	-	-
GCA_000017945-FLGBHGLA_08090	-	-	-	-
GCA_000017945-FLGBHGLA_08100	-	-	-	-
GCA_000017945-FLGBHGLA_08110	TIGR03855	aspartate_dehydrogenase	1.4.1.21	4.9e-18
GCA_000017945-FLGBHGLA_08120	TIGR03679	arCOG00187_universal_archaeal_metal-binding-domain/4Fe-4S-binding-domain_containing_ABC_transporter,_ATP-binding_protein	-	4.5e-60
GCA_000017945-FLGBHGLA_08130	TIGR03127	6-phospho_3-hexuloisomerase	5.3.-.-	1.5e-65
GCA_000017945-FLGBHGLA_08140	TIGR04470	radical_SAM_mobile_pair_protein_B	-	1.3e-19
GCA_000017945-FLGBHGLA_08150	-	-	-	-
GCA_000017945-FLGBHGLA_08160	-	-	-	-
GCA_000017945-FLGBHGLA_08170	-	-	-	-
GCA_000017945-FLGBHGLA_08180	TIGR00280	ribosomal_protein_eL43	-	5.5e-25
GCA_000017945-FLGBHGLA_08190	-	-	-	-
GCA_000017945-FLGBHGLA_08200	-	-	-	-
GCA_000017945-FLGBHGLA_08210	TIGR00750	LAO/AO_transport_system_ATPase	2.7.-.-	8.6e-07
GCA_000017945-FLGBHGLA_08220	-	-	-	-
GCA_000017945-FLGBHGLA_08230	-	-	-	-
GCA_000017945-FLGBHGLA_08240	-	-	-	-
GCA_000017945-FLGBHGLA_08250	-	-	-	-
GCA_000017945-FLGBHGLA_08260	TIGR03149	cytochrome_c_nitrite_reductase,_Fe-S_protein	1.7.2.2	3.9e-41
GCA_000017945-FLGBHGLA_08270	TIGR02166	anaerobic_dimethyl_sulfoxide_reductase,_A_subunit,_DmsA/YnfE_family	-	8.9e-53
GCA_000017945-FLGBHGLA_08280	-	-	-	-
GCA_000017945-FLGBHGLA_08290	TIGR02151	isopentenyl-diphosphate_delta-isomerase,_type_2	5.3.3.2	2.2e-119
GCA_000017945-FLGBHGLA_08300	-	-	-	-
GCA_000017945-FLGBHGLA_08310	-	-	-	-
GCA_000017945-FLGBHGLA_08320	-	-	-	-
GCA_000017945-FLGBHGLA_08330	-	-	-	-
GCA_000017945-FLGBHGLA_08340	-	-	-	-
GCA_000017945-FLGBHGLA_08350	-	-	-	-
GCA_000017945-FLGBHGLA_08360	-	-	-	-
GCA_000017945-FLGBHGLA_08370	TIGR03048	photosystem_I_iron-sulfur_protein_PsaC	1.97.1.12	4.5e-13
GCA_000017945-FLGBHGLA_08380	TIGR02338	prefoldin,_beta_subunit	-	2.5e-27
GCA_000017945-FLGBHGLA_08390	-	-	-	-
GCA_000017945-FLGBHGLA_08400	-	-	-	-
GCA_000017945-FLGBHGLA_08410	TIGR03937	poly-beta-1,6_N-acetyl-D-glucosamine_synthase	2.4.1.-	2.9e-15
GCA_000017945-FLGBHGLA_08420	-	-	-	-
GCA_000017945-FLGBHGLA_08430	-	-	-	-
GCA_000017945-FLGBHGLA_08440	TIGR01177	putative_methyltransferase,_TIGR01177_family	-	7.2e-27
GCA_000017945-FLGBHGLA_08450	-	-	-	-
GCA_000017945-FLGBHGLA_08460	TIGR01687	MoaD_family_protein	-	1e-17
GCA_000017945-FLGBHGLA_08470	-	-	-	-
GCA_000017945-FLGBHGLA_08480	TIGR00259	membrane_complex_biogenesis_protein,_BtpA_family	-	3.1e-74
GCA_000017945-FLGBHGLA_08490	-	-	-	-
GCA_000017945-FLGBHGLA_08500	-	-	-	-
GCA_000017945-FLGBHGLA_08510	-	-	-	-
GCA_000017945-FLGBHGLA_08520	TIGR00100	hydrogenase_nickel_insertion_protein_HypA	-	1.8e-24
GCA_000017945-FLGBHGLA_08530	TIGR02668	probable_molybdenum_cofactor_biosynthesis_protein_A	-	4.9e-18
GCA_000017945-FLGBHGLA_08540	-	-	-	-
GCA_000017945-FLGBHGLA_08550	-	-	-	-
GCA_000017945-FLGBHGLA_08560	TIGR00935	arsenite/antimonite_efflux_pump_membrane_protein	-	2.2e-29
GCA_000017945-FLGBHGLA_08570	-	-	-	-
GCA_000017945-FLGBHGLA_08580	-	-	-	-
GCA_000017945-FLGBHGLA_08590	TIGR03964	mycofactocin_system_creatininase_family_protein	-	8e-17
GCA_000017945-FLGBHGLA_08600	-	-	-	-
GCA_000017945-FLGBHGLA_08610	-	-	-	-
GCA_000017945-FLGBHGLA_08620	-	-	-	-
GCA_000017945-FLGBHGLA_08630	-	-	-	-
GCA_000017945-FLGBHGLA_08640	-	-	-	-
GCA_000017945-FLGBHGLA_08650	-	-	-	-
GCA_000017945-FLGBHGLA_08660	-	-	-	-
GCA_000017945-FLGBHGLA_08670	-	-	-	-
GCA_000017945-FLGBHGLA_08680	-	-	-	-
GCA_000017945-FLGBHGLA_08690	-	-	-	-
GCA_000017945-FLGBHGLA_08700	TIGR00081	phosphoribosylaminoimidazolesuccinocarboxamide_synthase	6.3.2.6	8.1e-55
GCA_000017945-FLGBHGLA_08710	TIGR00302	phosphoribosylformylglycinamidine_synthase,_purS_protein	-	1.4e-10
GCA_000017945-FLGBHGLA_08720	TIGR01737	phosphoribosylformylglycinamidine_synthase_I	6.3.5.3	8.4e-74
GCA_000017945-FLGBHGLA_08730	TIGR03879	probable_regulatory_domain	-	7.5e-23
GCA_000017945-FLGBHGLA_08740	-	-	-	-
GCA_000017945-FLGBHGLA_08750	-	-	-	-
GCA_000017945-FLGBHGLA_08760	TIGR03671	CCA-adding_enzyme	2.7.7.25|2.7.7.21	9e-116
GCA_000017945-FLGBHGLA_08770	TIGR02258	2'-5'_RNA_ligase	6.5.1.-	2e-54
GCA_000017945-FLGBHGLA_08780	TIGR01384	transcription_factor_S	-	1.9e-34
GCA_000017945-FLGBHGLA_08790	TIGR00418	threonine--tRNA_ligase	6.1.1.3	8e-93
GCA_000017945-FLGBHGLA_08800	TIGR00590	proliferating_cell_nuclear_antigen_(pcna)	-	4e-35
GCA_000017945-FLGBHGLA_08810	TIGR00335	putative_DNA_primase,_eukaryotic-type,_small_subunit	-	3.7e-30
GCA_000017945-FLGBHGLA_08820	-	-	-	-
GCA_000017945-FLGBHGLA_08830	-	-	-	-
GCA_000017945-FLGBHGLA_08840	TIGR00546	apolipoprotein_N-acyltransferase	2.3.1.-	3.4e-11
GCA_000017945-FLGBHGLA_08850	TIGR03433	transcriptional_regulator,_Acidobacterial,_PadR-family	-	1.2e-09
GCA_000017945-FLGBHGLA_08860	TIGR04461	enduracididine_biosynthesis_enzyme_MppQ	2.-.-.-	9.8e-63
GCA_000017945-FLGBHGLA_08870	TIGR00952	ribosomal_protein_uS15	-	3.9e-08
GCA_000017945-FLGBHGLA_08880	-	-	-	-
GCA_000017945-FLGBHGLA_08890	-	-	-	-
GCA_000017945-FLGBHGLA_08900	-	-	-	-
GCA_000017945-FLGBHGLA_08910	TIGR01083	endonuclease_III	4.2.99.18	1.5e-35
GCA_000017945-FLGBHGLA_08920	-	-	-	-
GCA_000017945-FLGBHGLA_08930	-	-	-	-
GCA_000017945-FLGBHGLA_08940	TIGR00364	queuosine_biosynthesis_protein_QueC	-	4.9e-42
GCA_000017945-FLGBHGLA_08950	TIGR03699	dehypoxanthine_futalosine_cyclase	-	1e-130
GCA_000017945-FLGBHGLA_08960	-	-	-	-
GCA_000017945-FLGBHGLA_08970	-	-	-	-
GCA_000017945-FLGBHGLA_08980	TIGR03450	inositol_1-phosphate_synthase	5.5.1.-	1.1e-28
GCA_000017945-FLGBHGLA_08990	-	-	-	-
GCA_000017945-FLGBHGLA_09000	TIGR03992	UDP-N-acetylglucosamine_diphosphorylase/glucosamine-1-phosphate_N-acetyltransferase	2.7.7.23|2.3.1.157	1.8e-122
GCA_000017945-FLGBHGLA_09010	TIGR00284	dihydropteroate_synthase-related_protein	-	5.3e-90
GCA_000017945-FLGBHGLA_09020	-	-	-	-
GCA_000017945-FLGBHGLA_09030	-	-	-	-
GCA_000017945-FLGBHGLA_09040	TIGR00080	protein-L-isoaspartate_O-methyltransferase	2.1.1.77	3.4e-83
GCA_000017945-FLGBHGLA_09050	-	-	-	-
GCA_000017945-FLGBHGLA_09060	TIGR00442	histidine--tRNA_ligase	6.1.1.21	3.5e-94
GCA_000017945-FLGBHGLA_09070	-	-	-	-
GCA_000017945-FLGBHGLA_09080	-	-	-	-
GCA_000017945-FLGBHGLA_09090	TIGR01884	CRISPR_locus-related_DNA-binding_protein	-	6.3e-06
GCA_000017945-FLGBHGLA_09100	-	-	-	-
GCA_000017945-FLGBHGLA_09110	-	-	-	-
GCA_000017945-FLGBHGLA_09120	TIGR03990	phosphoglucosamine_mutase	5.4.2.10	9.7e-163
GCA_000017945-FLGBHGLA_09130	TIGR03025	exopolysaccharide_biosynthesis_polyprenyl_glycosylphosphotransferase	-	3e-06
GCA_000017945-FLGBHGLA_09140	-	-	-	-
GCA_000017945-FLGBHGLA_09150	TIGR00097	hydroxymethylpyrimidine_kinase/phosphomethylpyrimidine_kinase	2.7.1.49|2.7.4.7	4.8e-41
GCA_000017945-FLGBHGLA_09160	TIGR02902	ATP-dependent_protease_LonB	3.4.21.-	1.1e-18
GCA_000017945-FLGBHGLA_09170	-	-	-	-
GCA_000017945-FLGBHGLA_09180	TIGR00204	1-deoxy-D-xylulose-5-phosphate_synthase	2.2.1.7	3.9e-55
GCA_000017945-FLGBHGLA_09190	TIGR01791	chorismate_mutase	5.4.99.5	1.6e-15
GCA_000017945-FLGBHGLA_09200	-	-	-	-
GCA_000017945-FLGBHGLA_09210	-	-	-	-
GCA_000017945-FLGBHGLA_09220	-	-	-	-
GCA_000017945-FLGBHGLA_09230	-	-	-	-
GCA_000017945-FLGBHGLA_09240	TIGR04521	energy-coupling_factor_transporter_ATPase	3.6.3.-	2.8e-17
GCA_000017945-FLGBHGLA_09250	-	-	-	-
GCA_000017945-FLGBHGLA_09260	TIGR02339	thermosome,_various_subunits,_archaeal	-	3.2e-234
GCA_000017945-FLGBHGLA_09270	-	-	-	-
GCA_000017945-FLGBHGLA_09280	TIGR03169	pyridine_nucleotide-disulfide_oxidoreductase_family_protein	-	4.9e-14
GCA_000017945-FLGBHGLA_09290	TIGR00563	16S_rRNA_(cytosine(967)-C(5))-methyltransferase	2.1.1.176	1.8e-40
GCA_000017945-FLGBHGLA_09300	-	-	-	-
GCA_000017945-FLGBHGLA_09310	TIGR01134	amidophosphoribosyltransferase	2.4.2.14	6.4e-117
GCA_000017945-FLGBHGLA_09320	TIGR00040	phosphodiesterase,_MJ0936_family	3.1.-.-	4.6e-36
GCA_000017945-FLGBHGLA_09330	TIGR00342	tRNA_sulfurtransferase_ThiI	2.8.1.4	7.2e-23
GCA_000017945-FLGBHGLA_09340	TIGR03879	probable_regulatory_domain	-	4.1e-06
GCA_000017945-FLGBHGLA_09350	TIGR02187	glutaredoxin-like_domain_protein	-	2.3e-60
GCA_000017945-FLGBHGLA_09360	-	-	-	-
GCA_000017945-FLGBHGLA_09370	-	-	-	-
GCA_000017945-FLGBHGLA_09380	-	-	-	-
GCA_000017945-FLGBHGLA_09390	TIGR03964	mycofactocin_system_creatininase_family_protein	-	9e-18
GCA_000017945-FLGBHGLA_09400	TIGR01292	thioredoxin-disulfide_reductase	1.8.1.9	6.9e-92
GCA_000017945-FLGBHGLA_09410	-	-	-	-
GCA_000017945-FLGBHGLA_09420	-	-	-	-
GCA_000017945-FLGBHGLA_09430	-	-	-	-
GCA_000017945-FLGBHGLA_09440	TIGR00586	mutator_mutT_protein	3.6.1.-	1e-11
GCA_000017945-FLGBHGLA_09450	TIGR00132	aspartyl/glutamyl-tRNA(Asn/Gln)_amidotransferase,_A_subunit	6.3.5.-	5.6e-139
GCA_000017945-FLGBHGLA_09460	-	-	-	-
GCA_000017945-FLGBHGLA_09470	-	-	-	-
GCA_000017945-FLGBHGLA_09480	-	-	-	-
GCA_000017945-FLGBHGLA_09490	TIGR02713	allophanate_hydrolase	3.5.1.54	2.1e-06
GCA_000017945-FLGBHGLA_09500	TIGR00494	protein_CrcB	-	1.7e-27
GCA_000017945-FLGBHGLA_09510	-	-	-	-
GCA_000017945-FLGBHGLA_09520	-	-	-	-
GCA_000017945-FLGBHGLA_09530	TIGR00425	putative_rRNA_pseudouridine_synthase	5.4.99.-	2.5e-123
GCA_000017945-FLGBHGLA_09540	TIGR01820	anthranilate_synthase_component_I	4.1.3.27	1.6e-125
GCA_000017945-FLGBHGLA_09550	-	-	-	-
GCA_000017945-FLGBHGLA_09560	TIGR03675	arCOG00543_universal_archaeal_KH-domain/beta-lactamase-domain_protein	-	7.2e-36
GCA_000017945-FLGBHGLA_09570	TIGR00456	arginine--tRNA_ligase	6.1.1.19	1.7e-135
GCA_000017945-FLGBHGLA_09580	-	-	-	-
GCA_000017945-FLGBHGLA_09590	-	-	-	-
GCA_000017945-FLGBHGLA_09600	TIGR02086	3-isopropylmalate_dehydratase,_large_subunit	-	1.6e-180
GCA_000017945-FLGBHGLA_09610	TIGR02700	archaeoflavoprotein,_MJ0208_family	-	6e-45
GCA_000017945-FLGBHGLA_09620	-	-	-	-
GCA_000017945-FLGBHGLA_09630	TIGR01243	AAA_family_ATPase,_CDC48_subfamily	-	6.2e-27
GCA_000017945-FLGBHGLA_09640	-	-	-	-
GCA_000017945-FLGBHGLA_09650	TIGR00114	6,7-dimethyl-8-ribityllumazine_synthase	2.5.1.78	3.2e-42
GCA_000017945-FLGBHGLA_09660	-	-	-	-
GCA_000017945-FLGBHGLA_09670	TIGR00395	leucine--tRNA_ligase	6.1.1.4	4.1e-136
GCA_000017945-FLGBHGLA_09680	-	-	-	-
GCA_000017945-FLGBHGLA_09690	-	-	-	-
GCA_000017945-FLGBHGLA_09700	-	-	-	-
GCA_000017945-FLGBHGLA_09710	TIGR00574	DNA_ligase_I,_ATP-dependent_(dnl1)	6.5.1.1	1e-164
GCA_000017945-FLGBHGLA_09720	-	-	-	-
GCA_000017945-FLGBHGLA_09730	TIGR00707	transaminase,_acetylornithine/succinylornithine_family	-	1.8e-105
GCA_000017945-FLGBHGLA_09740	-	-	-	-
GCA_000017945-FLGBHGLA_09750	TIGR03301	2-aminoethylphosphonate_aminotransferase	2.6.1.-	4.7e-52
GCA_000017945-FLGBHGLA_09760	TIGR04507	adenosyl-fluoride_synthase	2.5.1.63	1.7e-12
GCA_000017945-FLGBHGLA_09770	TIGR01527	nicotinamide-nucleotide_adenylyltransferase	2.7.7.1	2.5e-71
GCA_000017945-FLGBHGLA_09780	TIGR02945	FeS_assembly_SUF_system_protein	-	2.6e-31
GCA_000017945-FLGBHGLA_09790	-	-	-	-
GCA_000017945-FLGBHGLA_09800	-	-	-	-
GCA_000017945-FLGBHGLA_09810	TIGR00267	TIGR00267_family_protein	-	3.7e-13
GCA_000017945-FLGBHGLA_09820	-	-	-	-
GCA_000017945-FLGBHGLA_09830	-	-	-	-
GCA_000017945-FLGBHGLA_09840	-	-	-	-
GCA_000017945-FLGBHGLA_09850	TIGR01508	diaminohydroxyphosphoribosylaminopyrimidine_reductase	1.1.1.-	4.5e-47
GCA_000017945-FLGBHGLA_09860	-	-	-	-
GCA_000017945-FLGBHGLA_09870	-	-	-	-
GCA_000017945-FLGBHGLA_09880	TIGR03960	radical_SAM_family_uncharacterized_protein	-	6.1e-27
GCA_000017945-FLGBHGLA_09890	TIGR01703	hydroxylamine_reductase	1.7.-.-	9.8e-188
GCA_000017945-FLGBHGLA_09900	TIGR00110	dihydroxy-acid_dehydratase	4.2.1.9	7.7e-236
GCA_000017945-FLGBHGLA_09910	TIGR00833	transport_protein	-	3e-41
GCA_000017945-FLGBHGLA_09920	TIGR02928	orc1/cdc6_family_replication_initiation_protein	-	2.4e-13
GCA_000017945-FLGBHGLA_09930	TIGR03626	ribosomal_protein_uL3	-	1.3e-118
GCA_000017945-FLGBHGLA_09940	TIGR03672	50S_ribosomal_protein_uL4	-	7e-103
GCA_000017945-FLGBHGLA_09950	TIGR03636	ribosomal_protein_uL23	-	1.8e-38
GCA_000017945-FLGBHGLA_09960	-	-	-	-
GCA_000017945-FLGBHGLA_09970	-	-	-	-
GCA_000017945-FLGBHGLA_09980	TIGR00455	adenylyl-sulfate_kinase	2.7.1.25	3.3e-66
GCA_000017945-FLGBHGLA_09990	-	-	-	-
GCA_000017945-FLGBHGLA_10000	TIGR00339	sulfate_adenylyltransferase	2.7.7.4	9.1e-120
GCA_000017945-FLGBHGLA_10010	-	-	-	-
GCA_000017945-FLGBHGLA_10020	-	-	-	-
GCA_000017945-FLGBHGLA_10030	-	-	-	-
GCA_000017945-FLGBHGLA_10040	TIGR01479	mannose-1-phosphate_guanylyltransferase/mannose-6-phosphate_isomerase	5.3.1.8|2.7.7.13	5.4e-08
GCA_000017945-FLGBHGLA_10050	TIGR00975	phosphate_ABC_transporter,_phosphate-binding_protein_PstS	-	4.3e-93
GCA_000017945-FLGBHGLA_10060	-	-	-	-
GCA_000017945-FLGBHGLA_10070	TIGR04095	DNA_phosphorothioation_system_restriction_enzyme	-	3.6e-26
GCA_000017945-FLGBHGLA_10080	-	-	-	-
GCA_000017945-FLGBHGLA_10090	-	-	-	-
GCA_000017945-FLGBHGLA_10100	TIGR03634	proteasome_endopeptidase_complex,_archaeal,_beta_subunit	3.4.25.1	2.7e-75
GCA_000017945-FLGBHGLA_10110	-	-	-	-
GCA_000017945-FLGBHGLA_10120	TIGR02088	isopropylmalate/isohomocitrate_dehydrogenases	-	2.7e-127
GCA_000017945-FLGBHGLA_10130	TIGR02090	isopropylmalate/citramalate/homocitrate_synthases	-	9.4e-169
GCA_000017945-FLGBHGLA_10140	-	-	-	-
GCA_000017945-FLGBHGLA_10150	-	-	-	-
GCA_000017945-FLGBHGLA_10160	TIGR01491	phosphoserine_phosphatase-like_hydrolase,_archaeal	-	6.5e-35
GCA_000017945-FLGBHGLA_10170	-	-	-	-
GCA_000017945-FLGBHGLA_10180	TIGR00716	ribonuclease_HIII	3.1.26.4	2.5e-06
GCA_000017945-FLGBHGLA_10190	TIGR00414	serine--tRNA_ligase	6.1.1.11	1.2e-148
GCA_000017945-FLGBHGLA_10200	TIGR00435	cysteine--tRNA_ligase	6.1.1.16	1.7e-154
GCA_000017945-FLGBHGLA_10210	TIGR04336	AmmeMemoRadiSam_system_protein_B	-	5.7e-97
GCA_000017945-FLGBHGLA_10220	TIGR01181	dTDP-glucose_4,6-dehydratase	4.2.1.46	4e-51
GCA_000017945-FLGBHGLA_10230	TIGR01243	AAA_family_ATPase,_CDC48_subfamily	-	1.4e-65
GCA_000017945-FLGBHGLA_10240	-	-	-	-
GCA_000017945-FLGBHGLA_10250	-	-	-	-
GCA_000017945-FLGBHGLA_10260	-	-	-	-
GCA_000017945-FLGBHGLA_10270	TIGR00322	diphthamide_biosynthesis_enzyme_Dph1/Dph2_domain	-	1e-61
GCA_000017945-FLGBHGLA_10280	TIGR00279	ribosomal_protein_uL16	-	5.8e-55
GCA_000017945-FLGBHGLA_10290	-	-	-	-
GCA_000017945-FLGBHGLA_10300	TIGR01546	glyceraldehyde-3-phosphate_dehydrogenase,_type_II	1.2.1.59	3.7e-150
GCA_000017945-FLGBHGLA_10310	TIGR00437	ferrous_iron_transport_protein_B	-	4.5e-117
GCA_000017945-FLGBHGLA_10320	-	-	-	-
GCA_000017945-FLGBHGLA_10330	-	-	-	-
GCA_000017945-FLGBHGLA_10340	-	-	-	-
GCA_000017945-FLGBHGLA_10350	TIGR03921	type_VII_secretion-associated_serine_protease_mycosin	3.4.21.-	2.6e-14
GCA_000017945-FLGBHGLA_10360	TIGR02236	DNA_repair_and_recombination_protein_RadA	-	7.9e-144
GCA_000017945-FLGBHGLA_10370	TIGR01060	phosphopyruvate_hydratase	4.2.1.11	6.7e-174
GCA_000017945-FLGBHGLA_10380	TIGR00891	MFS_transporter,_sialate:H+_symporter_(SHS)_family	-	6.3e-07
GCA_000017945-FLGBHGLA_10390	TIGR03819	helicase/secretion_neighborhood_ATPase	-	2.8e-56
GCA_000017945-FLGBHGLA_10400	-	-	-	-
GCA_000017945-FLGBHGLA_10410	-	-	-	-
GCA_000017945-FLGBHGLA_10420	-	-	-	-
GCA_000017945-FLGBHGLA_10430	-	-	-	-
GCA_000017945-FLGBHGLA_10440	-	-	-	-
GCA_000017945-FLGBHGLA_10450	-	-	-	-
GCA_000017945-FLGBHGLA_10460	-	-	-	-
GCA_000017945-FLGBHGLA_10470	TIGR00392	isoleucine--tRNA_ligase	6.1.1.5	2.3e-255
GCA_000017945-FLGBHGLA_10480	TIGR00537	putative_methylase	-	7.6e-09
GCA_000017945-FLGBHGLA_10490	TIGR02790	nickel_ABC_transporter,_permease_subunit_NikC	3.6.3.24	9.4e-09
GCA_000017945-FLGBHGLA_10500	-	-	-	-
GCA_000017945-FLGBHGLA_10510	TIGR02294	nickel_ABC_transporter,_nickel/metallophore_periplasmic_binding_protein	-	3.8e-24
GCA_000017945-FLGBHGLA_10520	-	-	-	-
GCA_000017945-FLGBHGLA_10530	-	-	-	-
GCA_000017945-FLGBHGLA_10540	-	-	-	-
GCA_000017945-FLGBHGLA_10550	-	-	-	-
GCA_000017945-FLGBHGLA_10560	-	-	-	-
GCA_000017945-FLGBHGLA_10570	-	-	-	-
GCA_000017945-FLGBHGLA_10580	-	-	-	-
GCA_000017945-FLGBHGLA_10590	-	-	-	-
GCA_000017945-FLGBHGLA_10600	-	-	-	-
GCA_000017945-FLGBHGLA_10610	-	-	-	-
GCA_000017945-FLGBHGLA_10620	-	-	-	-
GCA_000017945-FLGBHGLA_10630	-	-	-	-
GCA_000017945-FLGBHGLA_10640	TIGR00260	threonine_synthase	4.2.3.1	1.3e-95
GCA_000017945-FLGBHGLA_10650	-	-	-	-
GCA_000017945-FLGBHGLA_10660	TIGR01963	3-hydroxybutyrate_dehydrogenase	-	2.1e-51
GCA_000017945-FLGBHGLA_10670	TIGR02651	ribonuclease_Z	3.1.26.11	3e-93
GCA_000017945-FLGBHGLA_10680	TIGR01430	adenosine_deaminase	3.5.4.4	1.6e-07
GCA_000017945-FLGBHGLA_10690	-	-	-	-
GCA_000017945-FLGBHGLA_10700	TIGR02199	bifunctional_protein_RfaE,_domain_II	2.7.7.-	1.8e-24
GCA_000017945-FLGBHGLA_10710	TIGR01439	transcriptional_regulator,_AbrB_family	-	3e-11
GCA_000017945-FLGBHGLA_10720	-	-	-	-
GCA_000017945-FLGBHGLA_10730	TIGR01856	histidinol_phosphate_phosphatase,_HisJ_family	-	9.2e-07
GCA_000017945-FLGBHGLA_10740	TIGR00959	signal_recognition_particle_protein	-	1.7e-124
GCA_000017945-FLGBHGLA_10750	-	-	-	-
GCA_000017945-FLGBHGLA_10760	TIGR01224	imidazolonepropionase	3.5.2.7	2.2e-09
GCA_000017945-FLGBHGLA_10770	TIGR02729	Obg_family_GTPase_CgtA	-	1.5e-20
GCA_000017945-FLGBHGLA_10780	-	-	-	-
GCA_000017945-FLGBHGLA_10790	-	-	-	-
GCA_000017945-FLGBHGLA_10800	-	-	-	-
GCA_000017945-FLGBHGLA_10810	-	-	-	-
GCA_000017945-FLGBHGLA_10820	-	-	-	-
