accession	PFAM_hmm	PFAM_description	Pfam_Evalue
GCA_000017945-FLGBHGLA_07830	PF00288	GHMP_kinases_N_terminal_domain	1.4e-15
GCA_000017945-FLGBHGLA_07840	PF02014	Reeler_domain	9.5e-08
GCA_000017945-FLGBHGLA_07850	PF03685	Uncharacterised_protein_family_(UPF0147)	4e-35
GCA_000017945-FLGBHGLA_07860	PF04167	Protein_of_unknown_function_(DUF402)	4e-16
GCA_000017945-FLGBHGLA_07870	-	-	-
GCA_000017945-FLGBHGLA_07880	PF01864	CDP-archaeol_synthase	4.7e-43
GCA_000017945-FLGBHGLA_07890	PF04135	Nucleolar_RNA-binding_protein,_Nop10p_family	1.4e-25
GCA_000017945-FLGBHGLA_07900	PF07541	Eukaryotic_translation_initiation_factor_2_alpha_subunit	4.9e-22
GCA_000017945-FLGBHGLA_07910	PF13207	AAA_domain	4.1e-19
GCA_000017945-FLGBHGLA_07920	PF01201	Ribosomal_protein_S8e	5.9e-32
GCA_000017945-FLGBHGLA_07930	PF01922	SRP19_protein	3.3e-20
GCA_000017945-FLGBHGLA_07940	-	-	-
GCA_000017945-FLGBHGLA_07950	PF08271	TFIIB_zinc-binding	3.9e-10
GCA_000017945-FLGBHGLA_07960	-	-	-
GCA_000017945-FLGBHGLA_07970	-	-	-
GCA_000017945-FLGBHGLA_07980	PF00977	Histidine_biosynthesis_protein	7.7e-96
GCA_000017945-FLGBHGLA_07990	-	-	-
GCA_000017945-FLGBHGLA_08000	PF00953	Glycosyl_transferase_family_4	3e-36
GCA_000017945-FLGBHGLA_08010	-	-	-
GCA_000017945-FLGBHGLA_08020	-	-	-
GCA_000017945-FLGBHGLA_08030	PF01157	Ribosomal_protein_L21e	1.3e-28
GCA_000017945-FLGBHGLA_08040	PF01242	6-pyruvoyl_tetrahydropterin_synthase	3.2e-23
GCA_000017945-FLGBHGLA_08050	-	-	-
GCA_000017945-FLGBHGLA_08060	-	-	-
GCA_000017945-FLGBHGLA_08070	PF00013	KH_domain	6.4e-07
GCA_000017945-FLGBHGLA_08080	-	-	-
GCA_000017945-FLGBHGLA_08090	-	-	-
GCA_000017945-FLGBHGLA_08100	-	-	-
GCA_000017945-FLGBHGLA_08110	PF03447	Homoserine_dehydrogenase,_NAD_binding_domain	4.8e-06
GCA_000017945-FLGBHGLA_08120	PF01902	Diphthamide_synthase	1.5e-47
GCA_000017945-FLGBHGLA_08130	PF01380	SIS_domain	6.8e-20
GCA_000017945-FLGBHGLA_08140	PF04055	Radical_SAM_superfamily	3.4e-16
GCA_000017945-FLGBHGLA_08150	-	-	-
GCA_000017945-FLGBHGLA_08160	PF03587	EMG1/NEP1_methyltransferase	2.5e-43
GCA_000017945-FLGBHGLA_08170	-	-	-
GCA_000017945-FLGBHGLA_08180	PF01780	Ribosomal_L37ae_protein_family	9.6e-30
GCA_000017945-FLGBHGLA_08190	-	-	-
GCA_000017945-FLGBHGLA_08200	PF09341	Transcription_factor_Pcc1	2.8e-08
GCA_000017945-FLGBHGLA_08210	PF03029	Conserved_hypothetical_ATP_binding_protein	2.6e-51
GCA_000017945-FLGBHGLA_08220	-	-	-
GCA_000017945-FLGBHGLA_08230	-	-	-
GCA_000017945-FLGBHGLA_08240	PF01435	Peptidase_family_M48	5.1e-40
GCA_000017945-FLGBHGLA_08250	PF07690	Major_Facilitator_Superfamily	1.2e-10
GCA_000017945-FLGBHGLA_08260	PF13247	4Fe-4S_dicluster_domain	1.1e-25
GCA_000017945-FLGBHGLA_08270	PF00384	Molybdopterin_oxidoreductase	8.3e-32
GCA_000017945-FLGBHGLA_08280	PF03916	Polysulphide_reductase,_NrfD	1.2e-07
GCA_000017945-FLGBHGLA_08290	PF01070	FMN-dependent_dehydrogenase	1.2e-19
GCA_000017945-FLGBHGLA_08300	PF00475	Imidazoleglycerol-phosphate_dehydratase	8.7e-49
GCA_000017945-FLGBHGLA_08310	-	-	-
GCA_000017945-FLGBHGLA_08320	PF10102	Domain_of_unknown_function_(DUF2341)	2.2e-28
GCA_000017945-FLGBHGLA_08330	-	-	-
GCA_000017945-FLGBHGLA_08340	-	-	-
GCA_000017945-FLGBHGLA_08350	-	-	-
GCA_000017945-FLGBHGLA_08360	-	-	-
GCA_000017945-FLGBHGLA_08370	PF12838	4Fe-4S_dicluster_domain	2.8e-17
GCA_000017945-FLGBHGLA_08380	PF01920	Prefoldin_subunit	7.7e-23
GCA_000017945-FLGBHGLA_08390	-	-	-
GCA_000017945-FLGBHGLA_08400	PF02272	DHHA1_domain	3.4e-13
GCA_000017945-FLGBHGLA_08410	PF13641	Glycosyltransferase_like_family_2	1e-21
GCA_000017945-FLGBHGLA_08420	-	-	-
GCA_000017945-FLGBHGLA_08430	PF01702	Queuine_tRNA-ribosyltransferase	9.8e-07
GCA_000017945-FLGBHGLA_08440	PF01170	Putative_RNA_methylase_family_UPF0020	2.7e-42
GCA_000017945-FLGBHGLA_08450	-	-	-
GCA_000017945-FLGBHGLA_08460	PF02597	ThiS_family	1.6e-09
GCA_000017945-FLGBHGLA_08470	-	-	-
GCA_000017945-FLGBHGLA_08480	PF03437	BtpA_family	6.3e-77
GCA_000017945-FLGBHGLA_08490	-	-	-
GCA_000017945-FLGBHGLA_08500	-	-	-
GCA_000017945-FLGBHGLA_08510	PF04289	Protein_of_unknown_function_(DUF447)	3.4e-07
GCA_000017945-FLGBHGLA_08520	PF01155	Hydrogenase/urease_nickel_incorporation,_metallochaperone,_hypA	1.7e-31
GCA_000017945-FLGBHGLA_08530	PF04055	Radical_SAM_superfamily	1.4e-18
GCA_000017945-FLGBHGLA_08540	-	-	-
GCA_000017945-FLGBHGLA_08550	-	-	-
GCA_000017945-FLGBHGLA_08560	PF03600	Citrate_transporter	6.5e-44
GCA_000017945-FLGBHGLA_08570	-	-	-
GCA_000017945-FLGBHGLA_08580	PF00571	CBS_domain	2.4e-06
GCA_000017945-FLGBHGLA_08590	PF02633	Creatinine_amidohydrolase	5.9e-23
GCA_000017945-FLGBHGLA_08600	-	-	-
GCA_000017945-FLGBHGLA_08610	-	-	-
GCA_000017945-FLGBHGLA_08620	PF03657	Uncharacterised_protein_family_(UPF0113)	2.7e-06
GCA_000017945-FLGBHGLA_08630	PF01997	Translin_family	8.5e-13
GCA_000017945-FLGBHGLA_08640	PF09970	Nucleotidyl_transferase_of_unknown_function_(DUF2204)	8.9e-73
GCA_000017945-FLGBHGLA_08650	PF01020	Ribosomal_L40e_family	1.8e-10
GCA_000017945-FLGBHGLA_08660	PF13404	AsnC-type_helix-turn-helix_domain	1.1e-13
GCA_000017945-FLGBHGLA_08670	PF11387	Protein_of_unknown_function_(DUF2795)	1.9e-20
GCA_000017945-FLGBHGLA_08680	PF04894	Archaeal_Nre,_N-terminal	3e-75
GCA_000017945-FLGBHGLA_08690	-	-	-
GCA_000017945-FLGBHGLA_08700	PF01259	SAICAR_synthetase	1.3e-52
GCA_000017945-FLGBHGLA_08710	PF02700	Phosphoribosylformylglycinamidine_(FGAM)_synthase	1.1e-19
GCA_000017945-FLGBHGLA_08720	PF13507	CobB/CobQ-like_glutamine_amidotransferase_domain	1.7e-35
GCA_000017945-FLGBHGLA_08730	PF13936	Helix-turn-helix_domain	1.5e-08
GCA_000017945-FLGBHGLA_08740	-	-	-
GCA_000017945-FLGBHGLA_08750	PF00069	Protein_kinase_domain	2.3e-06
GCA_000017945-FLGBHGLA_08760	PF09249	tRNA_nucleotidyltransferase,_second_domain	1.5e-40
GCA_000017945-FLGBHGLA_08770	PF02834	LigT_like_Phosphoesterase	5e-36
GCA_000017945-FLGBHGLA_08780	PF01096	Transcription_factor_S-II_(TFIIS)	5.1e-23
GCA_000017945-FLGBHGLA_08790	PF00587	tRNA_synthetase_class_II_core_domain_(G,_H,_P,_S_and_T)	3.1e-36
GCA_000017945-FLGBHGLA_08800	PF00705	Proliferating_cell_nuclear_antigen,_N-terminal_domain	1.6e-16
GCA_000017945-FLGBHGLA_08810	PF01896	DNA_primase_small_subunit	1.3e-08
GCA_000017945-FLGBHGLA_08820	-	-	-
GCA_000017945-FLGBHGLA_08830	-	-	-
GCA_000017945-FLGBHGLA_08840	PF00795	Carbon-nitrogen_hydrolase	1.4e-22
GCA_000017945-FLGBHGLA_08850	PF03551	Transcriptional_regulator_PadR-like_family	1.3e-14
GCA_000017945-FLGBHGLA_08860	PF00155	Aminotransferase_class_I_and_II	1.5e-42
GCA_000017945-FLGBHGLA_08870	PF08069	Ribosomal_S13/S15_N-terminal_domain	1.6e-24
GCA_000017945-FLGBHGLA_08880	-	-	-
GCA_000017945-FLGBHGLA_08890	-	-	-
GCA_000017945-FLGBHGLA_08900	PF01015	Ribosomal_S3Ae_family	5.4e-64
GCA_000017945-FLGBHGLA_08910	PF00730	HhH-GPD_superfamily_base_excision_DNA_repair_protein	1.9e-22
GCA_000017945-FLGBHGLA_08920	-	-	-
GCA_000017945-FLGBHGLA_08930	-	-	-
GCA_000017945-FLGBHGLA_08940	PF06508	Queuosine_biosynthesis_protein_QueC	1.2e-49
GCA_000017945-FLGBHGLA_08950	PF04055	Radical_SAM_superfamily	4e-18
GCA_000017945-FLGBHGLA_08960	-	-	-
GCA_000017945-FLGBHGLA_08970	PF04041	beta-1,4-mannooligosaccharide_phosphorylase	7.1e-52
GCA_000017945-FLGBHGLA_08980	PF01658	Myo-inositol-1-phosphate_synthase	2.2e-22
GCA_000017945-FLGBHGLA_08990	PF02562	PhoH-like_protein	9.5e-57
GCA_000017945-FLGBHGLA_09000	PF00483	Nucleotidyl_transferase	4.4e-20
GCA_000017945-FLGBHGLA_09010	-	-	-
GCA_000017945-FLGBHGLA_09020	PF02621	Menaquinone_biosynthesis	3.2e-86
GCA_000017945-FLGBHGLA_09030	PF13203	Putative_metallopeptidase_domain	5.8e-17
GCA_000017945-FLGBHGLA_09040	PF01135	Protein-L-isoaspartate(D-aspartate)_O-methyltransferase_(PCMT)	3.8e-78
GCA_000017945-FLGBHGLA_09050	-	-	-
GCA_000017945-FLGBHGLA_09060	PF13393	Histidyl-tRNA_synthetase	1.4e-51
GCA_000017945-FLGBHGLA_09070	PF00719	Inorganic_pyrophosphatase	2.6e-58
GCA_000017945-FLGBHGLA_09080	-	-	-
GCA_000017945-FLGBHGLA_09090	-	-	-
GCA_000017945-FLGBHGLA_09100	PF04014	Antidote-toxin_recognition_MazE,_bacterial_antitoxin	6.7e-07
GCA_000017945-FLGBHGLA_09110	-	-	-
GCA_000017945-FLGBHGLA_09120	PF02878	Phosphoglucomutase/phosphomannomutase,_alpha/beta/alpha_domain_I	6.7e-45
GCA_000017945-FLGBHGLA_09130	PF07885	Ion_channel	5.1e-18
GCA_000017945-FLGBHGLA_09140	-	-	-
GCA_000017945-FLGBHGLA_09150	PF08543	Phosphomethylpyrimidine_kinase	4.2e-46
GCA_000017945-FLGBHGLA_09160	PF05362	Lon_protease_(S16)_C-terminal_proteolytic_domain	2.4e-15
GCA_000017945-FLGBHGLA_09170	PF01904	Protein_of_unknown_function_DUF72	5.4e-43
GCA_000017945-FLGBHGLA_09180	PF02779	Transketolase,_pyrimidine_binding_domain	3.1e-36
GCA_000017945-FLGBHGLA_09190	PF02153	Prephenate_dehydrogenase	7.8e-32
GCA_000017945-FLGBHGLA_09200	-	-	-
GCA_000017945-FLGBHGLA_09210	-	-	-
GCA_000017945-FLGBHGLA_09220	-	-	-
GCA_000017945-FLGBHGLA_09230	-	-	-
GCA_000017945-FLGBHGLA_09240	PF02463	RecF/RecN/SMC_N_terminal_domain	5.6e-07
GCA_000017945-FLGBHGLA_09250	-	-	-
GCA_000017945-FLGBHGLA_09260	PF00118	TCP-1/cpn60_chaperonin_family	3.7e-173
GCA_000017945-FLGBHGLA_09270	-	-	-
GCA_000017945-FLGBHGLA_09280	PF07992	Pyridine_nucleotide-disulphide_oxidoreductase	7.1e-21
GCA_000017945-FLGBHGLA_09290	PF01189	16S_rRNA_methyltransferase_RsmB/F	3.4e-37
GCA_000017945-FLGBHGLA_09300	-	-	-
GCA_000017945-FLGBHGLA_09310	PF00156	Phosphoribosyl_transferase_domain	2.4e-12
GCA_000017945-FLGBHGLA_09320	PF12850	Calcineurin-like_phosphoesterase_superfamily_domain	1.6e-28
GCA_000017945-FLGBHGLA_09330	PF02926	THUMP_domain	3.6e-09
GCA_000017945-FLGBHGLA_09340	-	-	-
GCA_000017945-FLGBHGLA_09350	PF13192	Thioredoxin_domain	2.6e-28
GCA_000017945-FLGBHGLA_09360	PF00827	Ribosomal_L15	2.4e-82
GCA_000017945-FLGBHGLA_09370	-	-	-
GCA_000017945-FLGBHGLA_09380	PF01523	Putative_modulator_of_DNA_gyrase	1.7e-43
GCA_000017945-FLGBHGLA_09390	PF02633	Creatinine_amidohydrolase	2.9e-24
GCA_000017945-FLGBHGLA_09400	PF07992	Pyridine_nucleotide-disulphide_oxidoreductase	9.6e-52
GCA_000017945-FLGBHGLA_09410	-	-	-
GCA_000017945-FLGBHGLA_09420	-	-	-
GCA_000017945-FLGBHGLA_09430	PF01297	Zinc-uptake_complex_component_A_periplasmic	1e-10
GCA_000017945-FLGBHGLA_09440	PF00293	NUDIX_domain	1.7e-29
GCA_000017945-FLGBHGLA_09450	PF01425	Amidase	1.8e-112
GCA_000017945-FLGBHGLA_09460	-	-	-
GCA_000017945-FLGBHGLA_09470	PF09973	Predicted_membrane_protein_(DUF2208)	9e-60
GCA_000017945-FLGBHGLA_09480	PF03587	EMG1/NEP1_methyltransferase	3.4e-45
GCA_000017945-FLGBHGLA_09490	PF06094	Gamma-glutamyl_cyclotransferase,_AIG2-like	3.1e-23
GCA_000017945-FLGBHGLA_09500	PF02537	CrcB-like_protein,_Camphor_Resistance_(CrcB)	1e-25
GCA_000017945-FLGBHGLA_09510	-	-	-
GCA_000017945-FLGBHGLA_09520	PF09958	Uncharacterized_protein_conserved_in_archaea_(DUF2192)	5.5e-84
GCA_000017945-FLGBHGLA_09530	PF01509	TruB_family_pseudouridylate_synthase_(N_terminal_domain)	4.4e-23
GCA_000017945-FLGBHGLA_09540	PF00425	chorismate_binding_enzyme	2.9e-85
GCA_000017945-FLGBHGLA_09550	PF00697	N-(5'phosphoribosyl)anthranilate_(PRA)_isomerase	1.8e-24
GCA_000017945-FLGBHGLA_09560	PF12706	Beta-lactamase_superfamily_domain	3.7e-10
GCA_000017945-FLGBHGLA_09570	PF00750	tRNA_synthetases_class_I_(R)	7.8e-43
GCA_000017945-FLGBHGLA_09580	PF03259	Roadblock/LC7_domain	2.1e-12
GCA_000017945-FLGBHGLA_09590	PF12136	RNA_polymerase_Rpo13_subunit_HTH_domain	5.7e-19
GCA_000017945-FLGBHGLA_09600	PF00330	Aconitase_family_(aconitate_hydratase)	4.4e-103
GCA_000017945-FLGBHGLA_09610	PF02441	Flavoprotein	1.8e-19
GCA_000017945-FLGBHGLA_09620	-	-	-
GCA_000017945-FLGBHGLA_09630	PF00004	ATPase_family_associated_with_various_cellular_activities_(AAA)	2.2e-23
GCA_000017945-FLGBHGLA_09640	-	-	-
GCA_000017945-FLGBHGLA_09650	PF00885	6,7-dimethyl-8-ribityllumazine_synthase	1.4e-41
GCA_000017945-FLGBHGLA_09660	PF13578	Methyltransferase_domain	4.6e-12
GCA_000017945-FLGBHGLA_09670	PF00133	tRNA_synthetases_class_I_(I,_L,_M_and_V)	2.1e-28
GCA_000017945-FLGBHGLA_09680	-	-	-
GCA_000017945-FLGBHGLA_09690	-	-	-
GCA_000017945-FLGBHGLA_09700	PF02475	Met-10+_like-protein	4.8e-45
GCA_000017945-FLGBHGLA_09710	PF01068	ATP_dependent_DNA_ligase_domain	1.1e-62
GCA_000017945-FLGBHGLA_09720	PF06973	Domain_of_unknown_function_(DUF1297)	1e-81
GCA_000017945-FLGBHGLA_09730	PF00202	Aminotransferase_class-III	2e-95
GCA_000017945-FLGBHGLA_09740	-	-	-
GCA_000017945-FLGBHGLA_09750	PF00266	Aminotransferase_class-V	7.3e-40
GCA_000017945-FLGBHGLA_09760	PF01887	S-adenosyl-l-methionine_hydroxide_adenosyltransferase	6.4e-71
GCA_000017945-FLGBHGLA_09770	PF01467	Cytidylyltransferase-like	9.9e-16
GCA_000017945-FLGBHGLA_09780	PF01883	Iron-sulfur_cluster_assembly_protein	6.5e-20
GCA_000017945-FLGBHGLA_09790	-	-	-
GCA_000017945-FLGBHGLA_09800	-	-	-
GCA_000017945-FLGBHGLA_09810	-	-	-
GCA_000017945-FLGBHGLA_09820	PF01336	OB-fold_nucleic_acid_binding_domain	2.3e-11
GCA_000017945-FLGBHGLA_09830	PF14947	Winged_helix-turn-helix	2.1e-07
GCA_000017945-FLGBHGLA_09840	PF13447	Seven_times_multi-haem_cytochrome_CxxCH	6.6e-18
GCA_000017945-FLGBHGLA_09850	PF01872	RibD_C-terminal_domain	5.8e-35
GCA_000017945-FLGBHGLA_09860	PF13238	AAA_domain	4.5e-06
GCA_000017945-FLGBHGLA_09870	PF01877	RNA_binding	9e-18
GCA_000017945-FLGBHGLA_09880	PF04055	Radical_SAM_superfamily	3.2e-17
GCA_000017945-FLGBHGLA_09890	PF03063	Prismane/CO_dehydrogenase_family	9.7e-114
GCA_000017945-FLGBHGLA_09900	PF00920	Dehydratase_family	4.4e-222
GCA_000017945-FLGBHGLA_09910	PF03176	MMPL_family	2.7e-57
GCA_000017945-FLGBHGLA_09920	PF06068	TIP49_C-terminus	1.5e-152
GCA_000017945-FLGBHGLA_09930	PF00297	Ribosomal_protein_L3	2e-67
GCA_000017945-FLGBHGLA_09940	PF00573	Ribosomal_protein_L4/L1_family	3e-41
GCA_000017945-FLGBHGLA_09950	PF00276	Ribosomal_protein_L23	1.1e-22
GCA_000017945-FLGBHGLA_09960	-	-	-
GCA_000017945-FLGBHGLA_09970	-	-	-
GCA_000017945-FLGBHGLA_09980	PF01583	Adenylylsulphate_kinase	4e-63
GCA_000017945-FLGBHGLA_09990	PF01663	Type_I_phosphodiesterase_/_nucleotide_pyrophosphatase	1.3e-57
GCA_000017945-FLGBHGLA_10000	PF01747	ATP-sulfurylase	5.4e-91
GCA_000017945-FLGBHGLA_10010	-	-	-
GCA_000017945-FLGBHGLA_10020	-	-	-
GCA_000017945-FLGBHGLA_10030	-	-	-
GCA_000017945-FLGBHGLA_10040	PF07883	Cupin_domain	2.4e-11
GCA_000017945-FLGBHGLA_10050	PF12849	PBP_superfamily_domain	1.8e-53
GCA_000017945-FLGBHGLA_10060	PF12706	Beta-lactamase_superfamily_domain	5.6e-06
GCA_000017945-FLGBHGLA_10070	PF04851	Type_III_restriction_enzyme,_res_subunit	1.6e-16
GCA_000017945-FLGBHGLA_10080	PF01423	LSM_domain_	9.4e-21
GCA_000017945-FLGBHGLA_10090	PF01907	Ribosomal_protein_L37e	7.6e-26
GCA_000017945-FLGBHGLA_10100	PF00227	Proteasome_subunit	1.8e-55
GCA_000017945-FLGBHGLA_10110	PF17284	Spermidine_synthase_tetramerisation_domain	1.9e-09
GCA_000017945-FLGBHGLA_10120	PF00180	Isocitrate/isopropylmalate_dehydrogenase	3.8e-101
GCA_000017945-FLGBHGLA_10130	PF00682	HMGL-like	2.6e-92
GCA_000017945-FLGBHGLA_10140	-	-	-
GCA_000017945-FLGBHGLA_10150	PF06146	Phosphate-starvation-inducible_E	1.1e-06
GCA_000017945-FLGBHGLA_10160	PF12710	haloacid_dehalogenase-like_hydrolase	8.6e-13
GCA_000017945-FLGBHGLA_10170	PF03874	RNA_polymerase_Rpb4	7.7e-06
GCA_000017945-FLGBHGLA_10180	PF00352	Transcription_factor_TFIID_(or_TATA-binding_protein,_TBP)	2.5e-64
GCA_000017945-FLGBHGLA_10190	PF00587	tRNA_synthetase_class_II_core_domain_(G,_H,_P,_S_and_T)	2.9e-35
GCA_000017945-FLGBHGLA_10200	PF01406	tRNA_synthetases_class_I_(C)_catalytic_domain	2.8e-128
GCA_000017945-FLGBHGLA_10210	PF01875	Memo-like_protein	5.3e-82
GCA_000017945-FLGBHGLA_10220	PF01370	NAD_dependent_epimerase/dehydratase_family	4.1e-53
GCA_000017945-FLGBHGLA_10230	PF00004	ATPase_family_associated_with_various_cellular_activities_(AAA)	5.9e-41
GCA_000017945-FLGBHGLA_10240	PF00392	Bacterial_regulatory_proteins,_gntR_family	1.6e-07
GCA_000017945-FLGBHGLA_10250	-	-	-
GCA_000017945-FLGBHGLA_10260	-	-	-
GCA_000017945-FLGBHGLA_10270	PF01866	Putative_diphthamide_synthesis_protein	1.3e-39
GCA_000017945-FLGBHGLA_10280	PF00252	Ribosomal_protein_L16p/L10e	3.5e-31
GCA_000017945-FLGBHGLA_10290	PF02676	Methyltransferase_TYW3	9.7e-25
GCA_000017945-FLGBHGLA_10300	PF02800	Glyceraldehyde_3-phosphate_dehydrogenase,_C-terminal_domain	1.9e-27
GCA_000017945-FLGBHGLA_10310	PF02421	Ferrous_iron_transport_protein_B	2.1e-50
GCA_000017945-FLGBHGLA_10320	-	-	-
GCA_000017945-FLGBHGLA_10330	-	-	-
GCA_000017945-FLGBHGLA_10340	-	-	-
GCA_000017945-FLGBHGLA_10350	PF00082	Subtilase_family	4.9e-23
GCA_000017945-FLGBHGLA_10360	PF08423	Rad51	2.7e-91
GCA_000017945-FLGBHGLA_10370	PF00113	Enolase,_C-terminal_TIM_barrel_domain	5.1e-117
GCA_000017945-FLGBHGLA_10380	PF07690	Major_Facilitator_Superfamily	1.1e-22
GCA_000017945-FLGBHGLA_10390	PF00437	Type_II/IV_secretion_system_protein	3.4e-49
GCA_000017945-FLGBHGLA_10400	PF00482	Type_II_secretion_system_(T2SS),_protein_F	1.5e-06
GCA_000017945-FLGBHGLA_10410	PF00482	Type_II_secretion_system_(T2SS),_protein_F	1.1e-10
GCA_000017945-FLGBHGLA_10420	PF07690	Major_Facilitator_Superfamily	9.2e-07
GCA_000017945-FLGBHGLA_10430	PF04758	Ribosomal_protein_S30	8e-12
GCA_000017945-FLGBHGLA_10440	-	-	-
GCA_000017945-FLGBHGLA_10450	PF03819	MazG_nucleotide_pyrophosphohydrolase_domain	2.6e-11
GCA_000017945-FLGBHGLA_10460	-	-	-
GCA_000017945-FLGBHGLA_10470	PF00133	tRNA_synthetases_class_I_(I,_L,_M_and_V)	2.2e-173
GCA_000017945-FLGBHGLA_10480	-	-	-
GCA_000017945-FLGBHGLA_10490	PF00528	Binding-protein-dependent_transport_system_inner_membrane_component	3.8e-07
GCA_000017945-FLGBHGLA_10500	-	-	-
GCA_000017945-FLGBHGLA_10510	PF00496	Bacterial_extracellular_solute-binding_proteins,_family_5_Middle	4.6e-70
GCA_000017945-FLGBHGLA_10520	PF02579	Dinitrogenase_iron-molybdenum_cofactor	4.6e-12
GCA_000017945-FLGBHGLA_10530	PF04892	VanZ_like_family_	1.7e-09
GCA_000017945-FLGBHGLA_10540	-	-	-
GCA_000017945-FLGBHGLA_10550	-	-	-
GCA_000017945-FLGBHGLA_10560	-	-	-
GCA_000017945-FLGBHGLA_10570	PF01037	Lrp/AsnC_ligand_binding_domain	2.3e-16
GCA_000017945-FLGBHGLA_10580	PF13462	Thioredoxin	1.1e-08
GCA_000017945-FLGBHGLA_10590	PF02412	Thrombospondin_type_3_repeat	1.1e-06
GCA_000017945-FLGBHGLA_10600	PF13385	Concanavalin_A-like_lectin/glucanases_superfamily	1.1e-20
GCA_000017945-FLGBHGLA_10610	-	-	-
GCA_000017945-FLGBHGLA_10620	PF01314	Aldehyde_ferredoxin_oxidoreductase,_domains_2_&_3	7.7e-135
GCA_000017945-FLGBHGLA_10630	-	-	-
GCA_000017945-FLGBHGLA_10640	PF00291	Pyridoxal-phosphate_dependent_enzyme	1.4e-81
GCA_000017945-FLGBHGLA_10650	-	-	-
GCA_000017945-FLGBHGLA_10660	PF13561	Enoyl-(Acyl_carrier_protein)_reductase	1.9e-49
GCA_000017945-FLGBHGLA_10670	PF12706	Beta-lactamase_superfamily_domain	8.3e-25
GCA_000017945-FLGBHGLA_10680	PF00962	Adenosine/AMP_deaminase	4.1e-10
GCA_000017945-FLGBHGLA_10690	-	-	-
GCA_000017945-FLGBHGLA_10700	PF04010	Protein_of_unknown_function_(DUF357)	2.4e-18
GCA_000017945-FLGBHGLA_10710	PF13291	ACT_domain	1.6e-06
GCA_000017945-FLGBHGLA_10720	PF10051	Uncharacterized_protein_conserved_in_archaea_(DUF2286)	4.3e-40
GCA_000017945-FLGBHGLA_10730	PF13263	PHP-associated	1.6e-14
GCA_000017945-FLGBHGLA_10740	PF00448	SRP54-type_protein,_GTPase_domain	2.9e-73
GCA_000017945-FLGBHGLA_10750	-	-	-
GCA_000017945-FLGBHGLA_10760	PF01979	Amidohydrolase_family	8e-16
GCA_000017945-FLGBHGLA_10770	PF01926	50S_ribosome-binding_GTPase	1.5e-18
GCA_000017945-FLGBHGLA_10780	-	-	-
GCA_000017945-FLGBHGLA_10790	-	-	-
GCA_000017945-FLGBHGLA_10800	PF02676	Methyltransferase_TYW3	4.1e-30
GCA_000017945-FLGBHGLA_10810	-	-	-
GCA_000017945-FLGBHGLA_10820	-	-	-
GCA_000017945-FLGBHGLA_10830	-	-	-
GCA_000017945-FLGBHGLA_10840	PF04406	Type_IIB_DNA_topoisomerase	4e-21
GCA_000017945-FLGBHGLA_10850	-	-	-
GCA_000017945-FLGBHGLA_10860	-	-	-
GCA_000017945-FLGBHGLA_10870	PF01256	Carbohydrate_kinase	1.3e-46
GCA_000017945-FLGBHGLA_10880	-	-	-
GCA_000017945-FLGBHGLA_10890	PF02737	3-hydroxyacyl-CoA_dehydrogenase,_NAD_binding_domain	4.3e-68
GCA_000017945-FLGBHGLA_10900	PF00398	Ribosomal_RNA_adenine_dimethylase	2.1e-37
GCA_000017945-FLGBHGLA_10910	PF04919	Protein_of_unknown_function_(DUF655)	1.4e-57
GCA_000017945-FLGBHGLA_10920	PF03911	Sec61beta_family	2.4e-12
GCA_000017945-FLGBHGLA_10930	PF02732	ERCC4_domain	5e-25
GCA_000017945-FLGBHGLA_10940	-	-	-
GCA_000017945-FLGBHGLA_10950	PF00180	Isocitrate/isopropylmalate_dehydrogenase	9.8e-108
GCA_000017945-FLGBHGLA_10960	-	-	-
GCA_000017945-FLGBHGLA_10970	PF03266	NTPase	1.2e-49
GCA_000017945-FLGBHGLA_10980	-	-	-
GCA_000017945-FLGBHGLA_10990	PF04255	Protein_of_unknown_function_(DUF433)	1.2e-28
GCA_000017945-FLGBHGLA_11000	-	-	-
GCA_000017945-FLGBHGLA_11010	PF10040	CRISPR-associated_endoribonuclease_Cas6	3.1e-10
GCA_000017945-FLGBHGLA_11020	-	-	-
GCA_000017945-FLGBHGLA_11030	-	-	-
GCA_000017945-FLGBHGLA_11040	PF01867	CRISPR_associated_protein_Cas1	1.6e-39
GCA_000017945-FLGBHGLA_11050	-	-	-
GCA_000017945-FLGBHGLA_11060	PF14697	4Fe-4S_dicluster_domain	5.2e-13
GCA_000017945-FLGBHGLA_11070	PF01558	Pyruvate_ferredoxin/flavodoxin_oxidoreductase	4e-42
GCA_000017945-FLGBHGLA_11080	PF02775	Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain	3.7e-29
GCA_000017945-FLGBHGLA_11090	PF01855	Pyruvate_flavodoxin/ferredoxin_oxidoreductase,_thiamine_diP-bdg	1.3e-66
GCA_000017945-FLGBHGLA_11100	PF01791	DeoC/LacD_family_aldolase	2.3e-10
GCA_000017945-FLGBHGLA_11110	PF01991	ATP_synthase_(E/31_kDa)_subunit	8e-17
GCA_000017945-FLGBHGLA_11120	PF01990	ATP_synthase_(F/14-kDa)_subunit	7.5e-17
GCA_000017945-FLGBHGLA_11130	-	-	-
GCA_000017945-FLGBHGLA_11140	-	-	-
GCA_000017945-FLGBHGLA_11150	PF09335	SNARE_associated_Golgi_protein	2.1e-09
