accession	IPR	IPRMdescription	IPR_PFAM	IPR_PFAMdescription
GCA_000008085-CALJACFG_01310	IPR020813;_IPR000692;_IPR029063	Fibrillarin,_conserved_site;_Fibrillarin;_S-adenosyl-L-methionine-dependent_methyltransferase	PF01269	Fibrillarin
GCA_000008085-CALJACFG_01320	IPR006034;_IPR027475;_IPR011878;_IPR006033;_IPR037222;_IPR027474;_IPR027473;_IPR037152;_IPR036152	Asparaginase/glutaminase-like;_Asparaginase/glutaminase,_active_site_2;_Glutamyl-tRNA(Gln)_amidotransferase_subunit__D;_L-asparaginase,_type_I;_GatD,_N-terminal;_L-asparaginase,_N-terminal;_L-asparaginase,_C-terminal;_L-asparaginase,_N-terminal_domain_superfamily;_Asparaginase/glutaminase-like_superfamily	PF00710	Asparaginase,_N-terminal
GCA_000008085-CALJACFG_01330	IPR000305;_IPR002837	GIY-YIG_endonuclease;_Protein_of_unknown_function_DUF123	PF01986	Domain_of_unknown_function_DUF123
GCA_000008085-CALJACFG_01340	IPR038152;_IPR031730;_IPR003696	Carbamoyltransferase,_C-terminal_domain_superfamily;_Carbamoyltransferase,_C-terminal;_Carbamoyltransferase	PF16861;_PF02543	Carbamoyltransferase_C-terminus;_Carbamoyltransferase_N-terminus
GCA_000008085-CALJACFG_01350	IPR002591;_IPR017850;_IPR017849	Type_I_phosphodiesterase/nucleotide_pyrophosphatase/phosphate_transferase;_Alkaline-phosphatase-like,_core_domain_superfamily;_Alkaline_phosphatase-like,_alpha/beta/alpha	PF01663	Type_I_phosphodiesterase_/_nucleotide_pyrophosphatase
GCA_000008085-CALJACFG_01360	IPR006196;_IPR001253;_IPR012340	RNA-binding_domain,_S1,_IF1_type;_Translation_initiation_factor_1A_(eIF-1A);_Nucleic_acid-binding,_OB-fold	PF01176	Translation_initiation_factor_1A_/_IF-1
GCA_000008085-CALJACFG_01370	IPR037284;_IPR000825	SUF_system_FeS_cluster_assembly,_SufBD_superfamily;_SUF_system_FeS_cluster_assembly,_SufBD	PF01458	Uncharacterized_protein_family_(UPF0051)
GCA_000008085-CALJACFG_01380	IPR002848;_IPR036081	Translin_family;_Translin_superfamily	PF01997	Translin_family
GCA_000008085-CALJACFG_01390	IPR003008;_IPR024757;_IPR000158;_IPR018316;_IPR036525;_IPR008280	Tubulin/FtsZ,_GTPase_domain;_Cell_division_protein_FtsZ,_C-terminal;_Cell_division_protein_FtsZ;_Tubulin/FtsZ,_2-layer_sandwich_domain;_Tubulin/FtsZ,_GTPase_domain_superfamily;_Tubulin/FtsZ,_C-terminal	PF00091;_PF12327	Tubulin/FtsZ_family,_GTPase_domain;_FtsZ_family,_C-terminal_domain
GCA_000008085-CALJACFG_01400	-	-	-	-
GCA_000008085-CALJACFG_01410	-	-	-	-
GCA_000008085-CALJACFG_01420	-	-	-	-
GCA_000008085-CALJACFG_01430	-	-	-	-
GCA_000008085-CALJACFG_01440	-	-	-	-
GCA_000008085-CALJACFG_01450	-	-	-	-
GCA_000008085-CALJACFG_01460	-	-	-	-
GCA_000008085-CALJACFG_01470	-	-	-	-
GCA_000008085-CALJACFG_01480	IPR002194;_IPR002423;_IPR027413;_IPR027410;_IPR012714;_IPR027409;_IPR017998	Chaperonin_TCP-1,_conserved_site;_Chaperonin_Cpn60/TCP-1_family;_GroEL-like_equatorial_domain_superfamily;_TCP-1-like_chaperonin_intermediate_domain_superfamily;_Thermosome,_archaeal;_GroEL-like_apical_domain_superfamily;_Chaperone_tailless_complex_polypeptide_1_(TCP-1)	PF00118	TCP-1/cpn60_chaperonin_family
GCA_000008085-CALJACFG_01490	IPR005734;_IPR003594;_IPR020568;_IPR036890;_IPR015320;_IPR014721	DNA_topoisomerase_VI,_subunit_B;_Histidine_kinase/HSP90-like_ATPase;_Ribosomal_protein_S5_domain_2-type_fold;_Histidine_kinase/HSP90-like_ATPase_superfamily;_DNA_topoisomerase_VI,_subunit_B,_transducer;_Ribosomal_protein_S5_domain_2-type_fold,_subgroup	PF02518;_PF09239	Histidine_kinase-,_DNA_gyrase_B-,_and_HSP90-like_ATPase;_Topoisomerase_VI_B_subunit,_transducer
GCA_000008085-CALJACFG_01500	IPR004451;_IPR001387;_IPR010982	Conserved_hypothetical_protein_CHP00270;_Cro/C1-type_helix-turn-helix_domain;_Lambda_repressor-like,_DNA-binding_domain_superfamily	PF01381	Helix-turn-helix
GCA_000008085-CALJACFG_01510	IPR013000;_IPR019970;_IPR023574;_IPR002136	Ribosomal_protein_L4/L1e,_eukaryotic/archaeal,_conserved_site;_Ribosomal_protein_L4;_Ribosomal_protein_L4_domain_superfamily;_Ribosomal_protein_L4/L1e	PF00573	Ribosomal_protein_L4/L1_family
GCA_000008085-CALJACFG_01520	-	-	-	-
GCA_000008085-CALJACFG_01530	IPR001602;_IPR035917	Uncharacterised_protein_family_UPF0047;_YjbQ-like_superfamily	PF01894	Uncharacterised_protein_family_UPF0047
GCA_000008085-CALJACFG_01540	IPR006638;_IPR007197;_IPR006158;_IPR023980;_IPR023404;_IPR020612	Elp3/MiaB/NifB;_Radical_SAM;_Cobalamin_(vitamin_B12)-binding_domain;_Conserved_hypothetical_protein_CHP04013,_B12-binding/radical_SAM-type;_Radical_SAM,_alpha/beta_horseshoe;_Methylthiotransferase,_conserved_site	PF04055;_PF02310	Radical_SAM_superfamily;_B12_binding_domain
GCA_000008085-CALJACFG_01550	IPR036883;_IPR002836	PDCD5-like_superfamily;_PDCD5-like	PF01984	Double-stranded_DNA-binding_domain
GCA_000008085-CALJACFG_01560	IPR027417;_IPR023477	P-loop_containing_nucleoside_triphosphate_hydrolase;_Adenylate_kinase_AdkA	PF13207	AAA_domain
GCA_000008085-CALJACFG_01570	-	-	-	-
GCA_000008085-CALJACFG_01580	IPR008229;_IPR011068;_IPR015329;_IPR002934	tRNA_nucleotidyltransferase,_archaea;_Nucleotidyltransferase,_class_I-like,_C-terminal;_tRNA_nucleotidyltransferase,_substrate_binding;_Polymerase,_nucleotidyl_transferase_domain	PF09249;_PF01909	tRNA_nucleotidyltransferase,_second_domain;_Nucleotidyltransferase_domain
GCA_000008085-CALJACFG_01590	-	-	-	-
GCA_000008085-CALJACFG_01600	-	-	-	-
GCA_000008085-CALJACFG_01610	-	-	-	-
GCA_000008085-CALJACFG_01620	IPR014724;_IPR007121;_IPR007646;_IPR037033;_IPR007641;_IPR007120;_IPR015712;_IPR007647;_IPR019969	RNA_polymerase_Rpb2,_OB-fold;_RNA_polymerase,_beta_subunit,_conserved_site;_RNA_polymerase_Rpb2,_domain_4;_DNA-directed_RNA_polymerase,_subunit_2,_hybrid-binding_domain_superfamily;_RNA_polymerase_Rpb2,_domain_7;_DNA-directed_RNA_polymerase,_subunit_2,_hybrid-binding_domain;_DNA-directed_RNA_polymerase,_subunit_2;_RNA_polymerase_Rpb2,_domain_5;_DNA-directed_RNA_polymerase_subunit_B_(Rpo2)	PF04566;_PF04560;_PF00562;_PF04567	RNA_polymerase_Rpb2,_domain_4;_RNA_polymerase_Rpb2,_domain_7;_RNA_polymerase_Rpb2,_domain_6;_RNA_polymerase_Rpb2,_domain_5
GCA_000008085-CALJACFG_01630	IPR005225;_IPR006073;_IPR027417	Small_GTP-binding_protein_domain;_GTP_binding_domain;_P-loop_containing_nucleoside_triphosphate_hydrolase	PF01926	50S_ribosome-binding_GTPase
GCA_000008085-CALJACFG_01640	IPR007374;_IPR015947	ASCH_domain;_PUA-like_superfamily	PF04266	ASCH_domain
GCA_000008085-CALJACFG_01650	-	-	-	-
GCA_000008085-CALJACFG_01660	IPR036610;_IPR008914;_IPR005247	PEBP-like_superfamily;_Phosphatidylethanolamine-binding_protein;_YbhB/YbcL	PF01161	Phosphatidylethanolamine-binding_protein
GCA_000008085-CALJACFG_01670	-	-	-	-
GCA_000008085-CALJACFG_01680	IPR002549	Transmembrane_protein_TqsA-like	PF01594	AI-2E_family_transporter
GCA_000008085-CALJACFG_01690	-	-	-	-
GCA_000008085-CALJACFG_01700	-	-	-	-
GCA_000008085-CALJACFG_01710	-	-	-	-
GCA_000008085-CALJACFG_01720	-	-	-	-
GCA_000008085-CALJACFG_01730	IPR029063;_IPR007848	S-adenosyl-L-methionine-dependent_methyltransferase;_Methyltransferase_small_domain	PF05175	Methyltransferase_small_domain
GCA_000008085-CALJACFG_01740	IPR002699	ATPase,_V1_complex,_subunit_D	PF01813	ATP_synthase_subunit_D
GCA_000008085-CALJACFG_01750	IPR002208;_IPR023201;_IPR019561	SecY/SEC61-alpha_family;_SecY_domain_superfamily;_Translocon_Sec61/SecY,_plug_domain	PF10559;_PF00344	Plug_domain_of_Sec61p;_SecY_translocase
GCA_000008085-CALJACFG_01760	IPR003959;_IPR013748;_IPR027417;_IPR023748;_IPR003593;_IPR008921	ATPase,_AAA-type,_core;_Replication_factor_C,_C-terminal;_P-loop_containing_nucleoside_triphosphate_hydrolase;_Replication_factor_C_small_subunit,_archaeal;_AAA+_ATPase_domain;_DNA_polymerase_III,_clamp_loader_complex,_gamma/delta/delta_subunit,_C-terminal	PF00004;_PF08542	ATPase_family_associated_with_various_cellular_activities_(AAA);_Replication_factor_C_C-terminal_domain
GCA_000008085-CALJACFG_01770	IPR001482;_IPR027417	Type_II/IV_secretion_system_protein;_P-loop_containing_nucleoside_triphosphate_hydrolase	PF00437	Type_II/IV_secretion_system_protein
GCA_000008085-CALJACFG_01780	-	-	-	-
GCA_000008085-CALJACFG_01790	IPR029044;_IPR001173	Nucleotide-diphospho-sugar_transferases;_Glycosyltransferase_2-like	PF00535	Glycosyl_transferase_family_2
GCA_000008085-CALJACFG_01800	IPR007645;_IPR007642;_IPR007644;_IPR037034;_IPR015712	RNA_polymerase_Rpb2,_domain_3;_RNA_polymerase_Rpb2,_domain_2;_RNA_polymerase,_beta_subunit,_protrusion;_RNA_polymerase_Rpb2,_domain_2_superfamily;_DNA-directed_RNA_polymerase,_subunit_2	PF04565;_PF04561;_PF04563	RNA_polymerase_Rpb2,_domain_3;_RNA_polymerase_Rpb2,_domain_2;_RNA_polymerase_beta_subunit
GCA_000008085-CALJACFG_01810	IPR003838;_IPR025857	ABC_transporter_permease_protein_domain;_MacB-like_periplasmic_core_domain	PF02687;_PF12704	FtsX-like_permease_family;_MacB-like_periplasmic_core_domain
GCA_000008085-CALJACFG_01820	IPR014774;_IPR010624;_IPR027417;_IPR022475	KaiC-like_domain;_KaiC_domain;_P-loop_containing_nucleoside_triphosphate_hydrolase;_Uncharacterised_protein_family_UPF0273,_KaiC-like	PF06745	KaiC
GCA_000008085-CALJACFG_01830	IPR002906;_IPR038582;_IPR022845;_IPR011332	Ribosomal_protein_S27a;_S27a-like_superfamily;_Ribosomal_protein_S27ae;_Zinc-binding_ribosomal_protein	PF01599	Ribosomal_protein_S27a
GCA_000008085-CALJACFG_01840	IPR015011;_IPR002320;_IPR004154;_IPR023509;_IPR002314;_IPR006195;_IPR036621	Threonyl-tRNA_synthetase,_editing_domain,_archaea;_Threonine-tRNA_ligase,_class_IIa;_Anticodon-binding;_D-aminoacyl-tRNA_deacylase-like_superfamily;_Aminoacyl-tRNA_synthetase,_class_II_(G/_P/_S/T);_Aminoacyl-tRNA_synthetase,_class_II;_Anticodon-binding_domain_superfamily	PF03129;_PF00587;_PF08915	Anticodon_binding_domain;_tRNA_synthetase_class_II_core_domain_(G,_H,_P,_S_and_T);_Archaea-specific_editing_domain_of_threonyl-tRNA_synthetase
GCA_000008085-CALJACFG_01850	IPR014722;_IPR008991;_IPR039660	Ribosomal_protein_L2,_domain_2;_Translation_protein_SH3-like_domain_superfamily;_Ribosomal_protein_L14	-	-
GCA_000008085-CALJACFG_01860	IPR029064;_IPR039109;_IPR004038;_IPR000231	50S_ribosomal_protein_L30e-like;_Ribosomal_protein_L30/YlxQ;_Ribosomal_protein_L7Ae/L30e/S12e/Gadd45;_Ribosomal_protein_L30e	PF01248	Ribosomal_protein_L7Ae/L30e/S12e/Gadd45_family
GCA_000008085-CALJACFG_01870	IPR009019;_IPR015946;_IPR025249	K_homology_domain_superfamily,_prokaryotic_type;_K_homology_domain-like,_alpha/beta;_KH_domain,_NusA-like	PF13184	NusA-like_KH_domain
GCA_000008085-CALJACFG_01880	IPR008193;_IPR036603;_IPR022905;_IPR009025	DNA-directed_RNA_polymerase_Rpb11,_13-16kDa_subunit,_conserved_site;_RNA_polymerase,_RBP11-like_subunit;_DNA-directed_RNA_polymerase_subunit_L_(Rpo11);_DNA-directed_RNA_polymerase,_RBP11-like_dimerisation_domain	PF13656	RNA_polymerase_Rpb3/Rpb11_dimerisation_domain
GCA_000008085-CALJACFG_01890	IPR000439;_IPR012678;_IPR020925;_IPR024794	Ribosomal_protein_L15e;_Ribosomal_protein_L23/L15e_core_domain_superfamily;_Ribosomal_protein_L15e,_conserved_site;_Ribosomal_protein_L15e_core_domain_superfamily	PF00827	Ribosomal_L15
GCA_000008085-CALJACFG_01900	IPR000552;_IPR011332	Ribosomal_protein_L44e;_Zinc-binding_ribosomal_protein	PF00935	Ribosomal_protein_L44
GCA_000008085-CALJACFG_01910	IPR004087;_IPR026699;_IPR004088;_IPR036612;_IPR012340	K_Homology_domain;_Exosome_complex_RNA-binding_protein_1/RRP40/RRP4;_K_Homology_domain,_type_1;_K_Homology_domain,_type_1_superfamily;_Nucleic_acid-binding,_OB-fold	PF00013	KH_domain
GCA_000008085-CALJACFG_01920	IPR003789;_IPR014746;_IPR018027;_IPR017958;_IPR004413;_IPR006075;_IPR023168;_IPR017959	Aspartyl/glutamyl-tRNA_amidotransferase_subunit_B-like;_Glutamine_synthetase/guanido_kinase,_catalytic_domain;_Asn/Gln_amidotransferase;_Glutamyl-tRNA(Gln)_amidotransferase,_subunit_B,_conserved_site;_Aspartyl/glutamyl-tRNA(Asn/Gln)_amidotransferase,_B_subunit;_Aspartyl/Glutamyl-tRNA(Gln)_amidotransferase,_subunit_B/E,_catalytic;_Aspartyl/glutamyl-tRNA(Asn/Gln)_amidotransferase_subunit_B,_C-terminal;_Aspartyl/glutamyl-tRNA(Asn/Gln)_amidotransferase,_subunit_B_/E	PF02637;_PF02934	GatB_domain;_GatB/GatE_catalytic_domain
GCA_000008085-CALJACFG_01930	IPR003959;_IPR003593;_IPR005937;_IPR027417;_IPR003960	ATPase,_AAA-type,_core;_AAA+_ATPase_domain;_26S_proteasome_regulatory_subunit_P45-like;_P-loop_containing_nucleoside_triphosphate_hydrolase;_ATPase,_AAA-type,_conserved_site	PF00004	ATPase_family_associated_with_various_cellular_activities_(AAA)
GCA_000008085-CALJACFG_01940	-	-	-	-
GCA_000008085-CALJACFG_01950	IPR001266;_IPR036390;_IPR038111;_IPR027548	Ribosomal_protein_S19e;_Winged_helix_DNA-binding_domain_superfamily;_Ribosomal_protein_S19e_domain_superfamily;_Ribosomal_protein_S19e,_archaeal	PF01090	Ribosomal_protein_S19e
GCA_000008085-CALJACFG_01960	IPR005785;_IPR001544;_IPR036038;_IPR033939	Branched-chain_amino_acid_aminotransferase_I;_Aminotransferase_class_IV;_Aminotransferase-like,_PLP-dependent_enzymes;_Branched-chain_aminotransferase	PF01063	Amino-transferase_class_IV
GCA_000008085-CALJACFG_01970	IPR005170;_IPR002550;_IPR016169;_IPR036318;_IPR000644	Transporter-associated_domain;_CNNM,_transmembrane_domain;_FAD-binding,_type_PCMH,_subdomain_2;_FAD-binding,_type_PCMH-like_superfamily;_CBS_domain	PF03471;_PF01595	Transporter_associated_domain;_Domain_of_unknown_function_DUF21
GCA_000008085-CALJACFG_01980	IPR000866;_IPR019479;_IPR036249;_IPR022915;_IPR024706;_IPR013766	Alkyl_hydroperoxide_reductase_subunit_C/_Thiol_specific_antioxidant;_Peroxiredoxin,_C-terminal;_Thioredoxin-like_superfamily;_Peroxiredoxin,_TDXH_subfamily;_Peroxiredoxin,_AhpC-type;_Thioredoxin_domain	PF00578;_PF10417	AhpC/TSA_family;_C-terminal_domain_of_1-Cys_peroxiredoxin
GCA_000008085-CALJACFG_01990	-	-	-	-
GCA_000008085-CALJACFG_02000	IPR002701;_IPR001086;_IPR003099;_IPR036291;_IPR036263;_IPR002912;_IPR036979;_IPR008927	Chorismate_mutase_II,_prokaryotic-type;_Prephenate_dehydratase;_Prephenate_dehydrogenase;_NAD(P)-binding_domain_superfamily;_Chorismate_mutase_type_II_superfamily;_ACT_domain;_Chorismate_mutase_domain_superfamily;_6-phosphogluconate_dehydrogenase-like,_C-terminal_domain_superfamily	PF01817;_PF00800;_PF02153;_PF01842	Chorismate_mutase_type_II;_Prephenate_dehydratase;_Prephenate_dehydrogenase;_ACT_domain
GCA_000008085-CALJACFG_02010	IPR001296	Glycosyl_transferase,_family_1	PF00534	Glycosyl_transferases_group_1
GCA_000008085-CALJACFG_02020	-	-	-	-
GCA_000008085-CALJACFG_02030	-	-	-	-
GCA_000008085-CALJACFG_02040	IPR011014;_IPR006685;_IPR011066;_IPR010920;_IPR023408	Mechanosensitive_ion_channel_MscS,_transmembrane-2;_Mechanosensitive_ion_channel_MscS;_Mechanosensitive_ion_channel_MscS,_C-terminal;_LSM_domain_superfamily;_Mechanosensitive_ion_channel_MscS_domain_superfamily	PF00924	Mechanosensitive_ion_channel
GCA_000008085-CALJACFG_02050	IPR014729	Rossmann-like_alpha/beta/alpha_sandwich_fold	-	-
GCA_000008085-CALJACFG_02060	IPR004365;_IPR012340;_IPR018716	OB-fold_nucleic_acid_binding_domain,_AA-tRNA_synthetase-type;_Nucleic_acid-binding,_OB-fold;_Protein_of_unknown_function_DUF2240	PF01336;_PF09999	OB-fold_nucleic_acid_binding_domain;_Uncharacterized_protein_conserved_in_archaea_(DUF2240)
GCA_000008085-CALJACFG_02070	-	-	-	-
GCA_000008085-CALJACFG_02080	IPR022295;_IPR038716;_IPR027534	Ribosomal_protein_L12,_archaea;_Ribosomal_protein_P1/P2,_N-terminal_domain;_Ribosomal_protein_L12_family	PF00428	60s_Acidic_ribosomal_protein
GCA_000008085-CALJACFG_02090	IPR005721;_IPR036394;_IPR001063	Ribosomal_protein_L22/L17,_eukaryotic/archaeal;_Ribosomal_protein_L22/L17_superfamily;_Ribosomal_protein_L22/L17	PF00237	Ribosomal_protein_L22p/L17e
GCA_000008085-CALJACFG_02100	IPR019983;_IPR029055;_IPR016050;_IPR000243;_IPR001353;_IPR023333	Peptidase_T1A,_proteasome_beta-subunit,_archaeal;_Nucleophile_aminohydrolases,_N-terminal;_Proteasome_beta-type_subunit,_conserved_site;_Peptidase_T1A,_proteasome_beta-subunit;_Proteasome,_subunit_alpha/beta;_Proteasome_B-type_subunit	PF00227	Proteasome_subunit
GCA_000008085-CALJACFG_02110	IPR006676;_IPR036740;_IPR016442;_IPR006677;_IPR006678;_IPR036167;_IPR011856	tRNA-splicing_endonuclease;_tRNA_intron_endonuclease,_N-terminal_domain_superfamily;_tRNA-splicing_endonuclease,_archaeal_short_subfamily;_tRNA_intron_endonuclease,_catalytic_domain-like;_tRNA_intron_endonuclease,_N-terminal;_tRNA_intron_endonuclease,_catalytic_domain-like_superfamily;_tRNA_endonuclease-like_domain_superfamily	PF01974;_PF02778	tRNA_intron_endonuclease,_catalytic_C-terminal_domain;_tRNA_intron_endonuclease,_N-terminal_domain
GCA_000008085-CALJACFG_02120	IPR036161;_IPR020708;_IPR006111;_IPR006110	RPB6/omega_subunit-like_superfamily;_DNA-directed_RNA_polymerase,_14-18kDa_subunit,_conserved_site;_Archaeal_RpoK/eukaryotic_RPB6_RNA_polymerase_subunit;_RNA_polymerase,_subunit_omega/K/RPB6	PF01192	RNA_polymerase_Rpb6
GCA_000008085-CALJACFG_02130	IPR036974;_IPR002478;_IPR004521;_IPR022430;_IPR016437;_IPR015947;_IPR015266	PUA_domain_superfamily;_PUA_domain;_Uncharacterised_domain_CHP00451;_Conserved_hypothetical_protein_CHP03684;_MCT-1/Tma20;_PUA-like_superfamily;_Domain_of_unknown_function_DUF1947	PF01472;_PF09183	PUA_domain;_Domain_of_unknown_function_(DUF1947)
GCA_000008085-CALJACFG_02140	IPR001278;_IPR001412;_IPR008909;_IPR014729;_IPR035684;_IPR009080	Arginine-tRNA_ligase;_Aminoacyl-tRNA_synthetase,_class_I,_conserved_site;_DALR_anticodon_binding;_Rossmann-like_alpha/beta/alpha_sandwich_fold;_Arginyl-tRNA_synthetase,_catalytic_core_domain;_Aminoacyl-tRNA_synthetase,_class_Ia,_anticodon-binding	PF05746;_PF00750	DALR_anticodon_binding_domain;_tRNA_synthetases_class_I_(R)
GCA_000008085-CALJACFG_02150	IPR005822;_IPR023563;_IPR036899;_IPR005755	Ribosomal_protein_L13;_Ribosomal_protein_L13,_conserved_site;_Ribosomal_protein_L13_superfamily;_Ribosomal_protein_L13,_eukaryotic/archaeal	PF00572	Ribosomal_protein_L13
GCA_000008085-CALJACFG_02160	IPR036237	Xylose_isomerase-like_superfamily	-	-
GCA_000008085-CALJACFG_02170	IPR016061;_IPR036621;_IPR017449;_IPR002316;_IPR004154;_IPR006195;_IPR002314;_IPR004499	Proline-tRNA_ligase,_class_II,_C-terminal;_Anticodon-binding_domain_superfamily;_Prolyl-tRNA_synthetase,_class_II;_Proline-tRNA_ligase,_class_IIa;_Anticodon-binding;_Aminoacyl-tRNA_synthetase,_class_II;_Aminoacyl-tRNA_synthetase,_class_II_(G/_P/_S/T);_Proline-tRNA_ligase,_class_IIa,_archaeal-type	PF09180;_PF03129;_PF00587	Prolyl-tRNA_synthetase,_C-terminal;_Anticodon_binding_domain;_tRNA_synthetase_class_II_core_domain_(G,_H,_P,_S_and_T)
GCA_000008085-CALJACFG_02180	IPR029060	PIN-like_domain_superfamily	-	-
GCA_000008085-CALJACFG_02190	IPR009000;_IPR012947;_IPR018164;_IPR018163;_IPR018165;_IPR018162	Translation_protein,_beta-barrel_domain_superfamily;_Threonyl/alanyl_tRNA_synthetase,_SAD;_Alanyl-tRNA_synthetase,_class_IIc,_N-terminal;_Threonyl/alanyl_tRNA_synthetase,_class_II-like,_putative_editing_domain_superfamily;_Alanyl-tRNA_synthetase,_class_IIc,_core_domain;_Alanine-tRNA_ligase,_class_IIc,_anti-codon-binding_domain_superfamily	PF07973;_PF01411	Threonyl_and_Alanyl_tRNA_synthetase_second_additional_domain;_tRNA_synthetases_class_II_(A)
GCA_000008085-CALJACFG_02200	IPR001310;_IPR036265;_IPR011146	Histidine_triad_(HIT)_protein;_HIT-like_superfamily;_HIT-like_domain	PF01230	HIT_domain
GCA_000008085-CALJACFG_02210	-	-	-	-
GCA_000008085-CALJACFG_02220	-	-	-	-
GCA_000008085-CALJACFG_02230	-	-	-	-
GCA_000008085-CALJACFG_02240	-	-	-	-
GCA_000008085-CALJACFG_02250	IPR035921;_IPR002379;_IPR000245	F/V-ATP_synthase_subunit_C_superfamily;_V-ATPase_proteolipid_subunit_C-like_domain;_V-ATPase_proteolipid_subunit	PF00137	ATP_synthase_subunit_C
GCA_000008085-CALJACFG_02260	-	-	-	-
GCA_000008085-CALJACFG_02270	IPR000592;_IPR011332;_IPR023407	Ribosomal_protein_S27e;_Zinc-binding_ribosomal_protein;_Ribosomal_protein_S27e,_zinc-binding_domain_superfamily	PF01667	Ribosomal_protein_S27
GCA_000008085-CALJACFG_02280	IPR014717;_IPR004542;_IPR014038;_IPR036219	Translation_elongation_factor_EF1B/ribosomal_protein_S6;_Translation_elongation_factor_EF1B,_beta_chain,_archaeal;_Translation_elongation_factor_EF1B,_beta/delta_subunit,_guanine_nucleotide_exchange_domain;_Translation_elongation_factor_eEF-1beta-like_superfamily	PF00736	EF-1_guanine_nucleotide_exchange_domain
GCA_000008085-CALJACFG_02290	-	-	-	-
GCA_000008085-CALJACFG_02300	-	-	-	-
GCA_000008085-CALJACFG_02310	IPR006035;_IPR023696	Ureohydrolase;_Ureohydrolase_domain_superfamily	PF00491	Arginase_family
GCA_000008085-CALJACFG_02320	-	-	-	-
GCA_000008085-CALJACFG_02330	-	-	-	-
GCA_000008085-CALJACFG_02340	-	-	-	-
GCA_000008085-CALJACFG_02350	IPR022428;_IPR016435;_IPR035435	Diphthamide_synthesis_Dph2,_archaea;_Diphthamide_synthesis_DPH1/DPH2;_Diphthamide_synthesis_DHP1/DPH2,_eukaryotes_and_archaea	PF01866	Putative_diphthamide_synthesis_protein
GCA_000008085-CALJACFG_02360	IPR039744;_IPR001209;_IPR023676	40S_ribosomal_protein_S29/30S_ribosomal_protein_S14_type_Z;_Ribosomal_protein_S14;_Ribosomal_protein_S14,_type_Z,_archaeal	PF00253	Ribosomal_protein_S14p/S29e
GCA_000008085-CALJACFG_02370	IPR036388;_IPR019887;_IPR000485;_IPR036390;_IPR019888;_IPR011008;_IPR011991	Winged_helix-like_DNA-binding_domain_superfamily;_Transcription_regulator_AsnC/Lrp,_ligand_binding_domain;_AsnC-type_HTH_domain;_Winged_helix_DNA-binding_domain_superfamily;_Transcription_regulator_AsnC-type;_Dimeric_alpha-beta_barrel;_ArsR-like_helix-turn-helix_domain	PF01037;_PF13404	Lrp/AsnC_ligand_binding_domain;_AsnC-type_helix-turn-helix_domain
GCA_000008085-CALJACFG_02380	IPR029063;_IPR030382	S-adenosyl-L-methionine-dependent_methyltransferase;_SAM-dependent_methyltransferase_TRM5/TYW2-type	PF02475	Met-10+_like-protein
GCA_000008085-CALJACFG_02390	IPR014729;_IPR009080;_IPR009008;_IPR002301;_IPR013155;_IPR001412;_IPR033709;_IPR002300	Rossmann-like_alpha/beta/alpha_sandwich_fold;_Aminoacyl-tRNA_synthetase,_class_Ia,_anticodon-binding;_Valyl/Leucyl/Isoleucyl-tRNA_synthetase,_editing_domain;_Isoleucine-tRNA_ligase;_Methionyl/Valyl/Leucyl/Isoleucyl-tRNA_synthetase,_anticodon-binding;_Aminoacyl-tRNA_synthetase,_class_I,_conserved_site;_Isoleucyl_tRNA_synthetase_type_2,_anticodon-binding_domain;_Aminoacyl-tRNA_synthetase,_class_Ia	PF08264;_PF00133	Anticodon-binding_domain_of_tRNA;_tRNA_synthetases_class_I_(I,_L,_M_and_V)
