accession	BinID	NewContigID	OldContigId	ContigIdMerge	ContigNewLength	ContigOldLength	GC	ProteinID	ProteinGC	ProteinLength	Prokka	NCBI_COG	NCBI_COG_Description	PathwayID	Pathway	NCBI_COG_evalue	arcogs	arcogs_geneID	arcogs_Description	Pathway	arcogs_evalue	KO_hmm	e_value	bit_score	bit_score_cutoff	Definition	confidence	PFAM_hmm	PFAM_description	Pfam_Evalue	TIRGR	TIGR_description	EC	TIGR_Evalue	CAZy	CAZy_evalue	Description	TDBD_ID	TPDB_evalue	HydDB	Description	HydDB_evalue	IPR	IPRMdescription	IPR_PFAM	IPR_PFAMdescription	TopHit	E_value	PecID	TaxID	TaxString
GCA_000008085-CALJACFG_00280	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_00280	0.058	102	hypothetical protein	-	-	-	-	-	arCOG06945	-	Uncharacterized_protein	S	2.3e-53	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AAR38881.1_NEQ026_[Nanoarchaeum_equitans_Kin4-M]	8.3e-48	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_00290	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_00290	0.044	314	hypothetical protein	COG2234	Zn-dependent_amino-_or_carboxypeptidase,_M28_family	OE	-	6e-08	arCOG02960	-	Peptidase_family_M28/Iap_family	R	7.3e-27	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AAR38882.1_NEQ028_[Nanoarchaeum_equitans_Kin4-M]	3.5e-177	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_00300	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_00300	0.038	364	hypothetical protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AAR38883.1_NEQ027_[Nanoarchaeum_equitans_Kin4-M]	4.4e-208	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_00310	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_00310	0.087	171	hypothetical protein	-	-	-	-	-	arCOG01975	TrxA	Thiol-disulfide_isomerase_or_thioredoxin	O	8e-06	K03981	8.4e-06	22.6	118.53	thiol:disulfide_interchange_protein_DsbC_[EC:5.3.4.1]	-	PF00462	Glutaredoxin	2.6e-06	-	-	-	-	-	-	-	-	-	-	-	-	IPR036249;_IPR002109	Thioredoxin-like_superfamily;_Glutaredoxin	PF00462	Glutaredoxin	AAR38884.1_NEQ029_[Nanoarchaeum_equitans_Kin4-M]	1.3e-66	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_00320	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_00320	0.047	211	hypothetical protein	COG0785	Cytochrome_c_biogenesis_protein_CcdA	CO	-	1.5e-24	arCOG02404	CcdA	Cytochrome_c_biogenesis_protein	C	4.1e-44	K06196	3.9e-10	36.8	119.03	cytochrome_c-type_biogenesis_protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AAR38885.1_NEQ030_[Nanoarchaeum_equitans_Kin4-M]	1.8e-100	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_00330	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_00330	0.052	170	hypothetical protein	COG1094	rRNA_processing_protein_Krr1/Pno1,_contains_KH_domain	J	-	2.1e-20	arCOG04150	Krr1	rRNA_processing_protein_Krr1/Pno1,_contains_KH_domain	J	1.1e-24	K06961	8.8e-15	51.4	74.30	ribosomal_RNA_assembly_protein	-	-	-	-	TIGR03665	arCOG04150_universal_archaeal_KH_domain_protein	-	1.4e-44	-	-	-	-	-	-	-	-	IPR019964;_IPR036612	KH_domain_protein,_archaea;_K_Homology_domain,_type_1_superfamily	-	-	AAR38886.1_NEQ031_[Nanoarchaeum_equitans_Kin4-M]	2.9e-85	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_00340	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_00340	0.062	383	hypothetical protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AAR38887.1_NEQ032_[Nanoarchaeum_equitans_Kin4-M]	3.0e-215	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_00350	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_00350	0.065	595	hypothetical protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	PF13584	Oxygen_tolerance	1.1e-06	-	-	-	-	-	-	-	-	-	-	-	-	IPR035986	PKD_domain_superfamily	-	-	AAR38888.1_NEQ033_[Nanoarchaeum_equitans_Kin4-M]	2.0e-303	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_00360	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_00360	0.056	211	hypothetical protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AAR38889.1_NEQ034_[Nanoarchaeum_equitans_Kin4-M]	1.5e-91	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_00370	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_00370	0.045	466	hypothetical protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AAR38890.1_NEQ035_[Nanoarchaeum_equitans_Kin4-M]	6.5e-257	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_00380	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_00380	0.031	94	hypothetical protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AAR38891.1_NEQ036_[Nanoarchaeum_equitans_Kin4-M]	5.7e-43	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_00390	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_00390	0.162	86	50S ribosomal protein L37Ae	COG1997	Ribosomal_protein_L37AE/L43A	J	Archaeal_ribosomal_proteins	1.1e-18	arCOG04208	RPL43A	Ribosomal_protein_L37AE/L43A	J	7.7e-09	K02921	1.6e-23	79.8	33.33	large_subunit_ribosomal_protein_L37Ae	high_score	PF01780	Ribosomal_L37ae_protein_family	2e-27	TIGR00280	ribosomal_protein_eL43	-	2.9e-29	-	-	-	-	-	-	-	-	IPR011331;_IPR002674;_IPR011332	Ribosomal_protein_L37ae/L37e;_Ribosomal_protein_L37ae;_Zinc-binding_ribosomal_protein	PF01780	Ribosomal_L37ae_protein_family	Q74N55.1_RecName:_Full=50S_ribosomal_protein_L37Ae;_AltName:_Full=Ribosomal_protein_L43e	1.6e-44	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_00400	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_00400	0.06	66	Putative snRNP Sm-like protein	COG1958	Small_nuclear_ribonucleoprotein_(snRNP)_homolog	K	-	3.1e-14	arCOG00998	LSM1	Small_nuclear_ribonucleoprotein_(snRNP)_homolog	K	5.3e-08	K04796	2e-17	59.5	77.30	small_nuclear_ribonucleoprotein	-	PF01423	LSM_domain_	8.1e-15	-	-	-	-	-	-	-	-	-	-	-	-	IPR001163;_IPR010920	LSM_domain,_eukaryotic/archaea-type;_LSM_domain_superfamily	PF01423	LSM_domain	AAR38893.1_NEQ037_[Nanoarchaeum_equitans_Kin4-M]	1.8e-27	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_00410	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_00410	0.078	217	TATA-box-binding protein	COG2101	TATA-box_binding_protein_(TBP),_component_of_TFIID_and_TFIIIB	K	-	2e-51	arCOG01764	SPT15	TATA-box_binding_protein_(TBP),_component_of_TFIID_and_TFIIB	K	6.7e-37	K03120	1.5e-28	97.1	50.50	transcription_initiation_factor_TFIID_TATA-box-binding_protein	high_score	PF00352	Transcription_factor_TFIID_(or_TATA-binding_protein,_TBP)	1.6e-38	-	-	-	-	-	-	-	-	-	-	-	-	IPR012295;_IPR000814;_IPR033711	TBP_domain_superfamily;_TATA-box_binding_protein;_TATA-box_binding_protein,_archaea	PF00352	Transcription_factor_TFIID_(or_TATA-binding_protein,_TBP)	AAR38894.1_NEQ039_[Nanoarchaeum_equitans_Kin4-M]	2.5e-118	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_00420	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_00420	0.069	215	hypothetical protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AAR38895.1_NEQ041_[Nanoarchaeum_equitans_Kin4-M]	6.1e-117	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_00430	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_00430	0.065	275	hypothetical protein	COG0170	Dolichol_kinase	OM	-	6.3e-09	arCOG03056	PgpB	Membrane-associated_phospholipid_phosphatase	I	2.7e-09	K19302	2e-07	28.4	80.00	undecaprenyl-diphosphatase_[EC:3.6.1.27]	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	IPR036938	Phosphatidic_acid_phosphatase_type_2/haloperoxidase_superfamily	-	-	AAR38896.1_NEQ040_[Nanoarchaeum_equitans_Kin4-M]	2.9e-148	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_00440	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_00440	0.039	483	Thermostable carboxypeptidase 1	COG2317	Zn-dependent_carboxypeptidase,_M32_family	O	-	2e-172	arCOG04247	YpwA	Zn-dependent_carboxypeptidase,_M32_family	E	2.8e-190	K01299	2.2e-170	564.5	87.10	carboxypeptidase_Taq_[EC:3.4.17.19]	high_score	PF02074	Carboxypeptidase_Taq_(M32)_metallopeptidase	2e-99	-	-	-	-	-	-	-	-	-	-	-	-	IPR001333	Peptidase_M32,_carboxypeptidase_Taq	PF02074	Carboxypeptidase_Taq_(M32)_metallopeptidase	AAR38897.1_NEQ042_[Nanoarchaeum_equitans_Kin4-M]	3.8e-284	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_00450	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_00450	0.083	84	hypothetical protein	COG4830	Ribosomal_protein_S26e	J	Archaeal_ribosomal_proteins	2.3e-09	arCOG04305	RPS26B	Ribosomal_protein_S26	J	7.1e-14	-	-	-	-	-	-	PF02591	C4-type_zinc_ribbon_domain	6e-06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AAR38898.1_NEQ043_[Nanoarchaeum_equitans_Kin4-M]	1.1e-40	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_00460	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_00460	0.047	190	putative bifunctional tRNA threonylcarbamoyladenosine biosynthesis protein	COG3642	tRNA_A-37_threonylcarbamoyl_transferase_component_Bud32	J	tRNA_modification	1.5e-34	arCOG01185	Bud32	tRNA_A-37_threonylcarbamoyl_transferase_component_Bud32	J	4.2e-32	K08851	1.1e-41	139.6	195.87	TP53_regulating_kinase_and_related_kinases_[EC:2.7.11.1]	-	PF01636	Phosphotransferase_enzyme_family	1.3e-08	TIGR03724	Kae1-associated_kinase_Bud32	2.7.-.-	1.7e-53	-	-	-	-	-	-	-	-	IPR022495;_IPR011009;_IPR000719	Serine/threonine-protein_kinase_Bud32;_Protein_kinase-like_domain_superfamily;_Protein_kinase_domain	PF01163	RIO1_family	AAR38899.1_NEQ044_[Nanoarchaeum_equitans_Kin4-M]	2.0e-103	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_00470	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_00470	0.049	408	Reverse gyrase	COG0550	DNA_topoisomerase_IA	L	-	1.2e-92	arCOG01527	TopA	Topoisomerase_IA	L	1.6e-95	K03168	1e-89	299.0	431.17	DNA_topoisomerase_I_[EC:5.6.2.1]	-	PF01131	DNA_topoisomerase	4.3e-67	TIGR01057	DNA_topoisomerase_I	5.99.1.2	4.6e-111	-	-	-	3.A.7.7.1	8.40e-30	-	-	-	IPR013497;_IPR013824;_IPR023405;_IPR000380;_IPR006171;_IPR013825;_IPR013826;_IPR023406;_IPR003602;_IPR003601	DNA_topoisomerase,_type_IA,_central;_DNA_topoisomerase,_type_IA,_central_region,_subdomain_1;_DNA_topoisomerase,_type_IA,_core_domain;_DNA_topoisomerase,_type_IA;_TOPRIM__domain;_DNA_topoisomerase,_type_IA,_central_region,_subdomain_2;_DNA_topoisomerase,_type_IA,_central_region,_subdomain_3;_DNA_topoisomerase,_type_IA,_active_site;_DNA_topoisomerase,_type_IA,_DNA-binding_domain;_DNA_topoisomerase,_type_IA,_domain_2	PF01751;_PF01131	Toprim_domain;_DNA_topoisomerase	AAR38900.1_NEQ045_[Nanoarchaeum_equitans_Kin4-M]	6.8e-234	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_00480	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_00480	0.062	192	hypothetical protein	COG0476	Molybdopterin_or_thiamine_biosynthesis_adenylyltransferase	H	Molybdopterin_biosynthesis	1.5e-15	arCOG01676	ThiF	Dinucleotide-utilizing_enzyme_involved_in_molybdopterin_and_thiamine_biosynthesis	H	6.7e-21	K21029	1.6e-16	57.6	293.77	molybdopterin-synthase_adenylyltransferase_[EC:2.7.7.80]	-	PF00899	ThiF_family	6.8e-13	TIGR02356	thiazole_biosynthesis_adenylyltransferase_ThiF	2.7.7.73	6.2e-11	-	-	-	-	-	-	-	-	IPR000594;_IPR035985	THIF-type_NAD/FAD_binding_fold;_Ubiquitin-activating_enzyme	PF00899	ThiF_family	AAR38902.1_NEQ047_[Nanoarchaeum_equitans_Kin4-M]	5.1e-107	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_00490	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_00490	0.052	265	hypothetical protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AAR38903.1_NEQ048_[Nanoarchaeum_equitans_Kin4-M]	3.1e-147	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_00500	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_00500	0.042	540	hypothetical protein	COG1708	Predicted_nucleotidyltransferase,_MJ0604_family	R	-	1.8e-15	arCOG01204	-	Minimal_nucleotidyltransferase	V	6.6e-121	K07076	2.7e-11	41.0	50.97	uncharacterized_protein	-	PF01909	Nucleotidyltransferase_domain	7e-08	-	-	-	-	-	-	-	-	-	-	-	-	IPR002934	Polymerase,_nucleotidyl_transferase_domain	PF01909	Nucleotidyltransferase_domain	AAR38904.1_NEQ050_[Nanoarchaeum_equitans_Kin4-M]	1.9e-279	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_00510	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_00510	0.052	230	hypothetical protein	COG1244	Archaeosine_formation_enzyme,_radical_SAM_superfamily	J	-	4e-55	arCOG01360	-	MiaB_family,_Radical_SAM_enzyme	R	1.8e-38	K06936	1.2e-41	139.6	151.30	uncharacterized_protein	-	PF04055	Radical_SAM_superfamily	8.8e-11	TIGR01210	radical_SAM_enzyme,_TIGR01210_family	-	3e-26	-	-	-	-	-	-	-	-	IPR007197;_IPR013785;_IPR039661;_IPR006638	Radical_SAM;_Aldolase-type_TIM_barrel;_ELP3/YhcC;_Elp3/MiaB/NifB	PF04055	Radical_SAM_superfamily	AAR38905.1_NEQ049_[Nanoarchaeum_equitans_Kin4-M]	2.6e-129	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_00520	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_00520	0.056	213	Sulfhydrogenase 2 subunit gamma	COG1018	Flavodoxin/ferredoxin--NADP_reductase	C	-	1.3e-35	arCOG02200	Fpr	Flavodoxin_reductase_(ferredoxin-NADPH_reductase)_family_1	C	2.1e-50	K21832	2.2e-31	105.7	403.17	glycine_betaine_catabolism_B	-	PF00970	Oxidoreductase_FAD-binding_domain	3.3e-16	TIGR02160	phenylacetate-CoA_oxygenase/reductase,_PaaK_subunit	-	3.3e-21	-	-	-	-	-	-	-	-	IPR039261;_IPR017927;_IPR033892;_IPR001433;_IPR008333;_IPR017938	Ferredoxin-NADP_reductase_(FNR),_nucleotide-binding_domain;_FAD-binding_domain,_ferredoxin_reductase-type;_Ferredoxin--NADP_reductase,_bacteria;_Oxidoreductase_FAD/NAD(P)-binding;_Flavoprotein_pyridine_nucleotide_cytochrome_reductase-like,_FAD-binding_domain;_Riboflavin_synthase-like_beta-barrel	PF00175;_PF00970	Oxidoreductase_NAD-binding_domain;_Oxidoreductase_FAD-binding_domain	AAR38906.1_NEQ051_[Nanoarchaeum_equitans_Kin4-M]	1.2e-117	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_00530	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_00530	0.072	358	Peptide chain release factor subunit 1	COG1503	Peptide_chain_release_factor_1_(eRF1)	J	Translation_factors	1.8e-102	arCOG01742	eRF1	Peptide_chain_release_factor_eRF1	J	1.4e-89	K03265	9.8e-91	301.4	82.23	peptide_chain_release_factor_subunit_1	high_score	PF03464	eRF1_domain_2	3.5e-37	TIGR03676	peptide_chain_release_factor_1,_archaeal_and_eukaryotic_forms	-	1.9e-134	-	-	-	-	-	-	-	-	IPR024049;_IPR029064;_IPR004403;_IPR005141;_IPR005140;_IPR020918;_IPR005142	Peptide_Chain_Release_Factor_eRF1/aRF1,_N-terminal;_50S_ribosomal_protein_L30e-like;_Peptide_chain_release_factor_eRF1/aRF1;_eRF1_domain_2;_eRF1_domain_1/Pelota-like;_Peptide_chain_release_factor_aRF1;_eRF1_domain_3	PF03464;_PF03463;_PF03465	eRF1_domain_2;_eRF1_domain_1;_eRF1_domain_3	AAR38907.1_NEQ052_[Nanoarchaeum_equitans_Kin4-M]	8.7e-201	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_00540	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_00540	0.064	447	tRNA (uracil(54)-C(5))-methyltransferase	COG2265	tRNA/tmRNA/rRNA_uracil-C5-methylase,_TrmA/RlmC/RlmD_family	J	tRNA_modification	2.1e-92	arCOG00122	TrmA	tRNA_(uracil-54,_C5)-methyltransferase	J	1.2e-172	K03215	5.1e-99	329.4	279.80	23S_rRNA_(uracil1939-C5)-methyltransferase_[EC:2.1.1.190]	high_score	PF05958	tRNA_(Uracil-5-)-methyltransferase	6.9e-27	TIGR00479	23S_rRNA_(uracil-5-)-methyltransferase_RumA	2.1.1.-	9.9e-78	-	-	-	-	-	-	-	-	IPR010280;_IPR030390;_IPR029063	(Uracil-5)-methyltransferase_family;_RNA_methyltransferase_TrmA,_active_site;_S-adenosyl-L-methionine-dependent_methyltransferase	PF05958	tRNA_(Uracil-5-)-methyltransferase	Q74N58.1_RecName:_Full=Uncharacterized_RNA_methyltransferase_NEQ053	4.2e-261	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_00550	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_00550	0.014	136	hypothetical protein	COG3431	Uncharacterized_membrane_protein,_DUF373_family	S	-	7.5e-21	arCOG06067	-	Uncharacterized_membrane_protein,_DUF373_family	S	9.6e-15	-	-	-	-	-	-	PF06146	Phosphate-starvation-inducible_E	9.1e-15	-	-	-	-	-	-	-	-	-	-	-	-	IPR020948	Phosphate-starvation-induced_PsiE-like	PF06146	Phosphate-starvation-inducible_E	AAR38909.1_NEQ054_[Nanoarchaeum_equitans_Kin4-M]	1.4e-55	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_00560	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_00560	0.043	457	Cysteine--tRNA ligase	COG0215	Cysteinyl-tRNA_synthetase	J	Aminoacyl-tRNA_synthetases	2e-156	arCOG00486	CysS	Cysteinyl-tRNA_synthetase	J	1.5e-137	K01883	6.1e-150	497.1	351.50	cysteinyl-tRNA_synthetase_[EC:6.1.1.16]	high_score	PF01406	tRNA_synthetases_class_I_(C)_catalytic_domain	1.1e-111	TIGR00435	cysteine--tRNA_ligase	6.1.1.16	1.2e-137	-	-	-	-	-	-	-	-	IPR024909;_IPR015803;_IPR014729;_IPR032678;_IPR009080	Cysteinyl-tRNA_synthetase/mycothiol_ligase;_Cysteine-tRNA_ligase;_Rossmann-like_alpha/beta/alpha_sandwich_fold;_tRNA_synthetases_class_I,_catalytic_domain;_Aminoacyl-tRNA_synthetase,_class_Ia,_anticodon-binding	PF01406	tRNA_synthetases_class_I_(C)_catalytic_domain	Q74MI1.1_RecName:_Full=Cysteine--tRNA_ligase;_AltName:_Full=Cysteinyl-tRNA_synthetase;_Short=CysRS	1.1e-269	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_00570	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_00570	0.055	344	ORC1-type DNA replication protein	COG1474	Cdc6-related_protein,_AAA_superfamily_ATPase	L	-	1.6e-63	arCOG00467	CDC6	Cdc6-related_protein,_AAA_superfamily_ATPase	L	3.1e-81	K10725	3e-90	299.9	196.43	archaeal_cell_division_control_protein_6	high_score	PF13191	AAA_ATPase_domain	1.3e-09	TIGR02928	orc1/cdc6_family_replication_initiation_protein	-	2.6e-80	-	-	-	-	-	-	-	-	IPR025662;_IPR015163;_IPR014277;_IPR036388;_IPR027417;_IPR003593;_IPR036390;_IPR003959	Sigma-54_interaction_domain,_ATP-binding_site_1;_Cdc6,_C-terminal;_Orc1/Cdc6-type_DNA_replication_protein,_archaea;_Winged_helix-like_DNA-binding_domain_superfamily;_P-loop_containing_nucleoside_triphosphate_hydrolase;_AAA+_ATPase_domain;_Winged_helix_DNA-binding_domain_superfamily;_ATPase,_AAA-type,_core	PF09079;_PF00004	CDC6,_C_terminal_winged_helix_domain;_ATPase_family_associated_with_various_cellular_activities_(AAA)	AAR38911.1_NEQ057_[Nanoarchaeum_equitans_Kin4-M]	1.7e-185	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_00580	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_00580	0.077	181	hypothetical protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AAR38912.1_NEQ056_[Nanoarchaeum_equitans_Kin4-M]	1.4e-98	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
